id	renewable	hydro	nuclear	naturalgas	coal	other
01001	5.657481091	5.290332947	0	7.154602625	4.456494829	3.445514222
01015	0	5.189925233	0	5.279735938	0	3.671612101
01017	0	0	0	0	0	0
01019	0	5.215087408	0	0	0	0
01021	0	5.607050566	0	0	0	0
01023	5.119619792	0	0	4.773717983	4.436452748	2.98082389
01025	4.886498638	0	0	4.673631533	0	2.158736307
01033	0	0	0	3.287377974	5.868789483	3.498040518
01037	0	5.571206716	0	0	0	0
01039	0	4.297344615	0	6.581671082	0	1.739129122
01047	5.364837766	0	0	5.538217195	0	0
01049	4.433609843	0	0	0	0	0
01051	0	6.133470885	0	0	0	0
01053	5.081331567	0	0	4.993997747	0	3.866578012
01055	0	0	0	5.280983341	0	0
01063	0	0	0	5.894292126	5.720714192	0.778078862
01065	4.599784854	0	0	0	0	0
01069	0	0	7.13631639	0	0	2.841984805
01073	0	0	0	5.482958077	7.25323366	0
01077	4.495002866	6.257477217	0	0	0	0
01079	0	6.006438229	0	0	0	0
01081	0	5.679556894	0	7.067819304	0	0
01083	0	0	7.418543616	0	0	0
01085	0	0	0	5.678617609	0	0
01091	5.293055547	0	0	4.204802483	4.209753945	2.42269159
01095	0	5.704370183	0	0	0	0
01097	5.355126051	0	0	7.061910161	6.631272564	0
01099	5.847495719	0	0	4.645338586	0	3.264171565
01103	4.040206628	0	0	6.827093292	0	0
01111	0	5.060448522	0	0	0	0
01113	5.773245638	0	0	5.264806552	0	0
01117	0	0	0	5.703994709	6.57685592	2.120573931
01121	4.981599081	5.425379321	0	4.930304305	0	0
01123	0	0	0	6.731355118	0	0
01125	0	5.11058971	0	0	0	0
01127	0	5.368942946	0	0	6.738937122	4.095695244
01129	0	0	0	6.011769776	6.167536938	3.997996589
01131	5.62947164	5.379247487	0	4.685687238	2.189639077	3.125636088
02013	0	3.320146286	0	0	0	3.261024834
02016	2.700513347	0	0	0	0	4.979999824
02020	4.993598657	0	0	6.366411269	0	2.14527101
02050	0	0	0	0	0	4.813787746
02060	0	0	0	0	0	4.343723614
02068	4.868321095	0	0	0	5.277829455	3.45922311
02070	0	0	0	0	0	4.351255034
02090	0	0	0	3.053053077	5.606964486	5.631041988
02100	0	0	0	0	0	0
02105	0	4.440421013	0	0	0	3.725748333
02110	0	5.621826198	0	0	0	2.563481085
02122	0	5.713637523	0	5.767617383	0	2.283301229
02130	0	5.302452151	0	0	0	3.482158695
02150	4.467001001	5.095113535	0	0	0	0
02164	0	3.491361694	0	0	0	1.886490725
02170	0	4.886016691	0	0	0	0
02180	3.227372442	0	0	0	0	4.665224404
02185	0	0	0	5.109908914	0	4.457322568
02188	3.601081728	0	0	0	0	4.457230724
02220	0	5.021193435	0	0	0	3.040997692
02240	3.647969458	0	0	0	0	4.018192693
02261	0	4.875136535	0	0	0	4.587464009
02270	0	0	0	0	0	4.108565024
02275	0	5.035517789	0	0	0	3.360544188
02282	0	0	0	0	0	3.762978491
