id	data
48125	5.695182996
48135	5.643652968
48139	0
48141	0
48143	5.257570588
48147	0
48149	0
48151	5.747807077
48153	5.268154235
48157	0
48161	0
48163	0
48167	4.465100171
48173	5.805952588
48175	0
48177	0
48179	0
48181	0
48183	0
48185	0
48187	0
48195	5.840618536
48199	0
48201	4.760407403
48203	4.250313123
48209	0
48213	0
48215	1.62324929
48221	0
48227	6.125728789
48229	2.902546779
48231	0
48233	0
48237	5.479737942
48241	5.575424032
48245	0
48251	0
48257	0
48261	6.235909802
48277	0
48279	0
48291	4.027186462
48293	0
48299	0
48303	3.320769228
48309	0
48315	0
48317	5.531017554
48321	0
48323	0
48331	0
48335	5.298759224
48339	0
48341	5.528590214
48343	0
48351	0
48353	6.719991095
48355	0
48361	5.395064836
48363	0
48367	4.359740648
48371	6.183373492
48375	5.829928707
48395	0
48401	0
48407	0
48409	5.782943213
48415	6.061335973
48417	6.175194819
48421	4.784702859
48425	0
48427	0
48431	6.412487585
48439	4.594174332
48441	6.405951091
48449	0
48451	5.656735275
48453	4.760158509
48461	5.960635117
48465	0
48469	0
48475	0
48479	4.806430978
48481	0
48485	0
48487	0
48497	0
48501	0
48503	0
49001	5.831037563
49003	0
49005	0
49007	0
49009	0
49011	0
49013	0
49015	0
49017	0
49023	0
49027	0
49029	0
49035	4.707893648
49039	0
49043	0
49047	0
49049	4.6714413
49051	0
49053	0
49057	0
50001	0
50003	4.142764775
50005	5.243303508
50007	5.428553646
50009	0
50011	0
50015	0
50017	0
50019	0
50021	0
50023	4.399344848
50025	0
50027	0
51001	0
51005	0
51007	3.604888225
51009	0
51015	0
51017	0
51019	4.41757973
51025	4.257672288
51027	0
51031	3.985617216
51033	0
51035	0
51036	3.644231438
51041	3.959015525
51047	0
51053	0
51059	4.720547926
51061	3.857272174
51065	0
51067	0
51071	0
51077	0
51081	0
51083	0
51085	0
51087	3.859726329
51089	0
51093	4.872860512
51097	4.362732876
51099	4.603101049
51101	5.629958198
51109	0
51117	0
51119	4.690594739
51121	0
51131	0
51139	0
51141	0
51143	5.616076221
51149	0
51153	4.146252102
51155	0
51159	0
51161	0
51165	0
51167	0
51175	0
51179	4.181643538
51181	0
51191	0
51199	0
51590	0
51650	4.535509315
51660	0
51670	5.230708567
51680	0
51683	0
51740	0
51810	2.677094804
53001	0
53005	5.348115914
53007	0
53009	0
53011	0
53013	5.942369236
53015	5.715553165
53017	0
53021	0
53025	0
53027	5.241810364
53031	4.443998427
53033	4.470049453
53037	5.829275462
53039	6.417066938
53041	0
53043	0
53045	0
53051	0
53053	5.416038138
53057	5.274854933
53059	0
53061	5.290401974
53063	0
53065	5.493953692
53067	0
53071	5.574140117
53073	0
53075	0
53077	0
54003	0
54019	0
54023	5.846942352
54025	4.953435903
54033	0
54037	0
54039	0
54049	0
54051	0
54053	0
54061	0
54067	0
54073	0
54077	0
54079	0
54093	5.165422401
54099	0
54103	0
54107	0
55001	0
55003	5.230203744
55005	0
55009	3.633468456
55011	0
55013	0
55017	0
55021	0
55025	4.487420165
55027	5.701668129
55029	0
55031	0
55033	0
55035	4.011612729
55037	0
55039	5.705438614
55043	4.645628559
55047	4.077077067
55049	4.720977488
55055	4.723184667
55057	0
55059	4.841809802
55061	4.513404067
55063	4.597110414
55065	0
55069	4.724293692
55071	4.794844823
55073	4.878528919
55075	0
55079	4.752255338
55081	0
55083	0
55085	0
55087	5.066378925
55089	0
55093	0
55095	0
55097	3.933992911
55099	4.580626498
55103	0
55105	4.244103863
55107	4.473618333
55109	0
55111	0
55113	0
55117	0
55121	0
55123	0
55125	0
55127	4.22110112
55129	0
55131	4.792251572
55139	4.695173989
55141	5.534379036
56001	5.609100078
56005	0
56007	5.916372873
56009	6.034931916
56013	0
56021	5.320493292
56023	0
56025	4.579989038
56029	0
56031	0
56033	0
56037	0
56039	0
56041	5.835353149
56045	0
	

	
	
