id	renewable	hydro	nuclear	naturalgas	coal	other
01001	5.673751763	5.436089463	0	6.83048727	4.706562296	3.834446137
01005	0	0	0	0	0	0
01015	0	5.24785793	0	5.414598241	0	4.158376637
01017	0	0	0	0	0	0
01019	0	5.287136347	0	0	0	0
01021	0	5.68353782	0	0	0	0
01023	5.283203044	0	0	4.588627212	4.770587961	3.369314212
01025	4.843989722	0	0	4.63202731	0	2.647585398
01033	0	0	0	3.446393	6.777706408	4.626119591
01037	0	5.613951702	0	0	0	0
01039	0	4.333064201	0	6.452411525	0	2.338031953
01047	5.383432189	0	0	5.30393393	0	3.42318261
01051	0	6.185629968	0	0	0	0
01053	3.357681435	0	0	4.53427965	0	5.382774731
01055	3.075622865	0	0	4.022206012	5.338347273	0
01063	0	0	0	4.828025157	6.433578924	3.447413879
01069	0	0	7.119575354	0	0	3.048830087
01071	0	0	0	0	6.755221822	4.043616021
01073	0	0	0	5.368437612	7.316987634	0
01077	0	6.320988914	0	0	0	0
01079	5.529584748	6.040044677	0	4.561575413	0	3.475953606
01081	0	5.751073458	0	6.887454522	0	0
01083	0	0	7.393945941	0	0	0
01085	0	0	0	5.723463882	0	0
01091	3.988983502	0	0	2.909316888	4.14893787	5.253246021
01095	0	5.809772433	0	0	0	0
01097	5.414899249	0	0	6.983463996	6.895539398	0
01099	5.085182659	0	0	2.659337072	0	3.312356582
01103	0	0	0	6.863749508	0	0
01111	0	5.202869588	0	0	0	0
01113	5.761503543	0	0	5.179642021	0	0
01117	0	0	0	0	6.981020912	4.317402245
01121	4.958220937	5.487121399	0	4.101815786	4.802970324	0
01123	0	0	0	6.338708431	0	0
01125	0	5.360006132	0	0	0	0
01127	0	5.331755171	0	0	6.836618987	4.03541829
01129	0	0	0	5.994287423	6.500620797	4.019672455
01131	0	5.480258531	0	5.401296982	5.394510977	4.159874459
02016	3.799642314	0	0	0	0	4.907909337
02020	0	0	0	6.043064532	0	2.953427201
02050	0	0	0	0	0	4.807074784
02060	0	0	0	0	0	4.321163297
02068	0	0	0	0	5.277555755	2.48900874
02070	0	0	0	0	0	4.3433692
02090	0	0	0	2.806090392	5.634443653	5.730072103
02100	0	0	0	0	0	0
02110	0	5.601596134	0	0	0	3.279438788
02122	0	5.595122358	0	6.414193949	0	2.944482672
02130	0	5.271860186	0	0	0	0
02150	4.100577303	5.093295581	0	0	0	3.98971672
02164	0	0	0	0	0	2.613841822
02170	0	4.870421464	0	0	0	3.577146985
02180	0	0	0	0	0	4.646756508
02185	0	0	0	4.697255504	0	4.393347029
02188	0	0	0	0	0	4.402862958
02195	0	4.036628895	0	0	0	3.480736864
02198	0	4.424538637	0	0	0	2.387389826
02220	0	5.066411657	0	0	0	3.642761203
02230	0	4.423900919	0	0	0	2.881384657
02240	0	0	0	0	0	4.106892276
02261	0	4.794885213	0	0	0	4.677771151
02270	0	0	0	0	0	3.85588243
02275	0	0	0	0	0	2.489958479
02282	0	0	0	0	0	3.776483256
02290	0	0	0	0	0	3.942404941
04001	3.764773717	0	0	0	7.239098004	4.413216637
04003	0	0	0	5.031788356	6.318021976	2.555094449
04005	0	6.564849683	0	0	7.214786656	4.500971257
04012	0	4.891593204	0	0	0	0
04013	4.438621448	5.638573113	7.494153689	7.37774531	0	0.518118947
04015	0	6.422695528	0	6.513683617	0	0
04017	5.438924564	0	0	3.935742286	6.869990588	4.337813142
04019	3.67781292	0	0	5.716504714	5.614126834	0
04021	2.565847819	0	0	6.107269731	0	1.679918245
04023	0	0	0	4.358685679	0	1.162803292
04025	3.745152895	0	0	0	0	2.496929648
04027	0	0	0	5.784255784	0	3.034116064
05001	4.146500129	0	0	0	0	0
05003	5.617611005	0	0	4.807826124	0	4.064192427
05005	0	5.370535294	0	0	0	0
05007	0	0	0	0	6.554938275	3.674286537
05011	4.886952975	0	0	0	0	0
05015	0	5.277609214	0	0	0	0
05019	0	4.810951265	0	0	0	0
05021	0	0	0	0	0	0
05023	0	5.339224794	0	0	0	0
05029	0	5.172970525	0	0	0	0
05031	0	0	0	4.96363397	0	1.063971007
05033	0	5.140435759	0	0	0	0
05041	5.054349357	5.63471803	0	4.697944389	0	2.203389211
05047	0	5.167213919	0	4.916385509	0	0
05051	0	5.271346647	0	0	0	0
05055	0	0	0	3.452553063	0	0
05057	0	0	0	5.01149009	0	0
05059	0	4.431412016	0	6.443201947	0	0
05063	0	4.538649126	0	0	7.075038673	3.992480437
05065	3.525219786	0	0	0	0	0
05069	5.503641447	0	0	6.092159276	7.039292714	4.094930406
05073	0	0	0	4.837228481	0	0
05081	5.806007736	0	0	4.90384122	5.047052791	4.288590534
05089	0	5.973389737	0	0	0	0
05093	0	0	0	5.828934949	6.209320019	3.688349154
05103	0	0	0	5.316261984	0	3.739647331
05107	0	0	0	0	0	0
05109	0	4.473968441	0	0	0	0
05115	0	5.849284866	7.176747359	0	0	0
05119	4.541554284	5.137926673	0	5.715004153	0	1.414973348
05123	0	0	0	0	0	0
05137	0	4.360990799	0	0	0	0
05139	0	0	0	6.804607495	0	0
05143	3.547159121	0	0	4.981383642	0	0
05147	0	0	0	4.61349026	0	3.714015831
06001	5.873786854	0	0	5.306992992	0	4.048698148
06005	0	5.98241326	0	0	0	0
06007	4.841822304	6.4930234	0	4.036828433	0	0
06009	0	5.876539977	0	0	0	0
06011	5.243312444	0	0	4.83707302	0	0
06013	5.162376191	0	0	7.172088057	0	5.871160915
06017	0	6.309187131	0	4.120174328	0	0
06019	5.556119839	6.703587114	0	6.028469203	0	0
06021	0	4.168179749	0	0	0	0
06023	5.422412511	0	0	5.701095407	0	3.667128559
06025	6.588214544	5.445960521	0	5.786583297	0	2.970752617
06027	6.204341959	5.462314126	0	0	0	0
06029	6.357266013	5.450544698	0	7.431988281	5.888528426	4.494283903
06031	0	0	0	4.564289426	0	5.217404485
06033	6.094767312	3.391288049	0	0	0	0
06035	5.372438806	4.485167561	0	0	0	0
06037	6.00682389	6.012178537	0	7.252005939	0	5.382852632
06039	4.226032503	6.12207557	0	4.576813403	0	0
06043	0	4.56006213	0	0	0	0
06045	0	4.761243549	0	0	0	3.590172832
06047	4.487760371	0	0	0	0	0
06051	5.364708551	5.471951455	0	0	0	0
06053	4.645398491	4.086502199	0	6.622151828	0	0
06055	3.770115295	0	0	0	0	0
06057	0	5.641477085	0	0	0	0
06059	5.311319489	4.341157437	0	6.063086215	0	0
06061	5.458382338	6.247312243	0	5.703197145	0	2.931966115
06063	5.321221491	6.180356744	0	0	0	0
06065	6.326865249	4.953484245	0	6.70712516	0	3.921625358
06067	4.820382761	5.797029895	0	6.737556232	0	0
06071	5.842892437	6.162014171	0	7.016684863	6.053644326	0.602059991
06073	5.481207554	4.755327376	7.13896018	6.875566052	0	2.089905111
06075	3.087781418	0	0	5.644512443	0	0
06077	5.315105962	4.778520244	0	5.371542385	5.290316546	4.990949134
06079	0	0	7.265523568	5.056813411	0	0
06081	4.976712122	0	0	5.340493515	0	1.463713862
06083	4.517024258	0	0	5.617776018	0	0
06085	4.831175058	0	0	6.632065084	0	3.054339141
06087	4.311541958	0	0	4.921917209	0	2.261562607
06089	5.917088934	6.791160191	0	4.596711624	0	0
06091	4.680562122	4.408579125	0	0	0	0
06093	0	5.458400622	0	0	0	0
06095	6.205378967	4.554052829	0	5.540573612	0	0
06097	6.754913621	4.159025491	0	0	0	0
06099	3.477884797	4.575257142	0	6.291102528	0	3.166083606
06101	0	0	0	6.397868779	0	0
06103	0	4.916267346	0	4.531287274	0	0
06105	0	5.529330239	0	0	0	0
06107	4.741064889	5.11117847	0	4.242645269	0	0
06109	5.052724715	6.54365266	0	0	0	0
06111	4.132472109	3.182414652	0	6.128140523	0	0
06113	5.292072483	0	0	2.838746484	0	0
06115	4.009280884	6.132096638	0	0	0	0
08001	0	0	0	5.707837709	6.549669357	3.298880574
08003	4.411114419	0	0	3.549531087	0	1.942974832
08005	4.293495143	0	0	0	0	0
08009	0	0	0	0	0	0
08011	5.43033794	0	0	0	0	0
08013	0	4.622265845	0	4.797177563	6.018883137	0.328990855
08015	0	3.340047318	0	0	0	0
08019	0	0	0	0	0	0
08029	0	0	0	2.581354498	0	1.563753917
08031	4.620885893	4.07763022	0	5.298595033	5.780912454	0
08035	0	3.870117012	0	0	0	0
08037	0	0	0	4.118694508	0	0.903089987
08041	3.482444792	4.977888149	0	6.280815631	6.516286807	3.172886239
08043	3.3433757	0	0	0	5.406758409	0
08045	3.493458051	4.784809794	0	3.723947976	0	0
08049	0	2.723176452	0	0	0	0
08051	0	5.325037183	0	0	0	0
08059	3.375303229	4.396207719	0	5.298187336	5.236718723	0
08063	0	0	0	0	0	3.633165354
08065	0	0	0	0	0	0
08067	0	4.551767064	0	0	0	0
08069	3.547780857	5.669002438	0	4.813140467	6.34327616	3.012958642
08071	0	0	0	1.133123575	0	1.627498993
08073	0	0	0	3.938647843	0	3.585848488
08075	6.283804673	0	0	0	0	0
08077	0	4.791936142	0	4.171550185	5.53845782	0.72057272
08081	0	0	0	4.058179386	6.988570343	2.855602736
08083	0	4.2955671	0	0	0	0
08085	0	5.625940797	0	0	5.679088936	3.462686483
08087	0	0	0	5.466742276	6.527517711	0
08089	0	0	0	0	0	2.348304863
08093	0	4.034771594	0	0	0	0
08097	0	4.187069271	0	0	0	0
08099	5.524284451	0	0	1.098643726	5.006425178	0.84509804
08101	0	0	0	5.128480252	6.771255051	0
08103	0	4.057399817	0	0	0	0
08107	0	0	0	3.127178687	6.545437492	3.10581936
08109	0	0	0	0	0	0
08113	0	4.097673699	0	0	0	0
08115	0	0	0	0	0	0
08117	0	4.75651105	0	0	0	0
08123	5.953734571	0	0	6.882614916	0	0
09001	0	5.04676822	0	6.520657216	6.084960323	5.056272394
09003	4.176322821	4.680292898	0	5.728223993	0	3.715504537
09005	4.158663981	4.946452265	0	0	0	3.171141151
09007	0	0	0	5.373049156	0	4.894185633
09009	2.617306547	5.097847077	0	6.569124098	0	5.174918434
09011	0	4.126066437	7.224022693	5.297979133	6.142490829	4.865602629
09015	0	4.141637875	0	6.570772285	0	5.203652865
10001	4.09338666	0	0	5.047580141	4.844818761	3.601690358
