id	renewable	hydro	nuclear	naturalgas	coal	other
01001	5.674291805	5.39476328	0	7.01301181	4.681002219	3.778779148
01005	0	0	0	0	0	0
01015	0	5.17495772	0	5.336509625	0	3.634181527
01017	0	0	0	0	0	0
01019	0	5.202439272	0	0	0	0
01021	0	5.667033399	0	0	0	0
01023	5.275604986	0	0	4.585170208	4.719619724	2.891782132
01025	4.856757412	0	0	4.620236306	0	2.473339504
01033	0	0	0	3.603783755	6.67574947	4.549115955
01037	0	5.584898603	0	0	0	0
01039	0	4.068853494	0	6.437271046	0	2.54117846
01047	5.451911338	0	0	5.427352485	0	2.967513344
01051	0	6.015924893	0	0	0	0
01053	3.34552605	0	0	4.315248208	0	5.350330354
01055	3.084126738	0	0	4.418041632	5.307072062	0
01063	0	0	0	5.010662314	6.375304528	2.369944638
01065	3.535420718	0	0	0	0	0
01069	0	0	7.15930395	0	0	2.872738827
01071	0	0	0	0	6.694042568	3.949418894
01073	0	0	0	5.444371169	7.3169019	1.923772313
01077	0	6.441826739	0	0	0	0
01079	5.493599417	6.141289196	0	4.851446902	4.558417916	3.223839503
01081	0	5.611210134	0	6.982073267	0	0
01083	0	0	7.396632937	0	0	0
01085	0	0	0	5.66928154	0	0
01091	4.055389227	0	0	3.356569055	4.339779116	5.217734933
01095	0	5.858528175	0	0	0	0
01097	5.362754276	0	0	7.010984086	6.661453116	0
01099	4.735570334	0	0	2.362614402	0	3.093809575
01103	0	0	0	6.896616429	0	0
01111	0	4.926769327	0	0	0	0
01113	5.791764361	0	0	5.198566172	0	0
01117	0	0	0	0	7.051467069	4.413022331
01121	4.905194309	5.483662882	0	3.974189191	4.589541117	0
01123	0	0	0	6.620143033	0	0
01125	0	5.32047448	0	0	0	0
01127	0	5.388284192	0	0	6.692039368	4.192808506
01129	0	0	0	6.029858806	6.484416613	3.985148158
01131	5.687003781	5.483992164	0	4.47547019	4.121526294	3.218908198
02016	3.516738658	0	0	0	0	4.967770972
02020	0	0	0	6.077439704	0	2.464529786
02050	0	0	0	0	0	4.820076607
02060	0	0	0	0	0	4.293892667
02068	0	0	0	0	5.250272952	2.394905002
02070	0	0	0	0	0	4.341928884
02090	0	0	0	3.452985304	5.679832504	5.697181633
02100	0	0	0	0	0	2.267171728
02110	0	5.58635772	0	0	0	3.912593998
02122	0	5.521999278	0	6.424790045	0	2.309985547
02130	0	5.23722695	0	0	0	3.415474168
02150	4.094994901	5.05761286	0	0	0	4.339482845
02164	0	0	0	0	0	1.380211242
02170	0	4.820122609	0	0	0	3.556784782
02180	0	0	0	0	0	4.640411865
02185	0	0	0	4.713460822	0	4.456966008
02188	0	0	0	0	0	4.421965688
02195	0	4.033544376	0	0	0	3.517939765
02198	0	4.644192321	0	0	0	3.587823171
02220	0	5.061263942	0	0	0	3.526985069
02230	0	4.428037553	0	0	0	2.930949031
02240	0	0	0	0	0	4.075464474
02261	0	4.801204699	0	0	0	4.701032342
02270	0	0	0	0	0	3.869173027
02275	0	0	0	0	0	2.69019608
02282	0	0	0	0	0	3.813714392
02290	0	0	0	0	0	3.935708748
04001	3.984482306	0	0	0	7.225269271	4.40646166
04003	0	0	0	4.811362719	6.277466343	2.456366033
04005	0	6.796187111	0	0	7.228738551	4.268146786
04007	4.219243872	0	0	0	0	0
04012	0	4.897572114	0	0	0	0
04013	4.882029057	5.498295388	7.495237073	7.283769539	0	0
04015	3.863144346	6.422706522	0	6.321824528	0	0
04017	5.593680852	0	0	3.835038641	6.880399336	4.308140732
04019	4.15206132	0	0	5.690363474	5.684425104	0
04021	3.330413773	0	0	5.964294561	0	1.846213364
04023	0	0	0	4.27405661	0	2.461471514
04025	3.730862992	0	0	0	0	2.367355921
04027	3.545925329	0	0	5.635710838	0	3.452561489
05001	4.27565681	0	0	0	0	0
05003	5.612150543	0	0	4.943109738	0	4.032378543
05005	0	5.268072249	0	0	0	0
05007	0	0	0	0	6.578041765	3.30216441
05011	4.822566872	0	0	0	0	0
05015	0	5.200787592	0	0	0	0
05019	0	4.705632825	0	0	0	0
05021	0	0	0	0	0	0.477121255
05023	0	5.401557341	0	0	0	0
05029	0	5.048476763	0	0	0	0
05031	0	0	0	5.393175468	0	1.687493289
05033	0	4.993025992	0	0	0	0
05041	5.042863044	5.320634333	0	4.694559679	0	1.61592902
05047	0	4.74219077	0	4.970405386	0	0.151063253
05051	0	5.331449567	0	0	0	0
05055	0	0	0	3.957128198	0	0
05057	0	0	0	4.968352174	0	0
05059	0	4.494516355	0	6.265856055	0	0
05063	0	4.380771843	0	0	7.040867187	3.891330129
05065	3.5695167	0	0	0	0	0
05069	5.492727499	0	0	6.163606236	7.016487456	4.20881913
05073	0	0	0	4.338795032	0	0
05081	5.836142497	0	0	4.664933889	5.00505909	4.373795482
05089	0	6.009721077	0	0	0	0
05093	0	0	0	5.643117943	6.618947149	4.323129057
05103	0	0	0	5.356538099	0	3.383294978
05107	0	0	0	0	0	0
05109	0	4.450803173	0	0	0	0
05115	0	5.638280546	7.152118416	0	0	0
05119	4.547839205	4.980925552	0	5.973569056	0	1.826074803
05137	0	4.288562198	0	0	0	0
05139	0	0	0	6.8567394	0	0
05143	4.428750149	0	0	5.129744659	0	0
05147	0	0	0	4.805693196	0	3.640053292
06001	5.825761648	0	0	5.301366444	0	3.833589408
06005	0	6.039428001	0	0	0	0
06007	5.07384294	6.601661126	0	3.987308674	0	0
06009	0	6.038426216	0	0	0	0
06011	5.309073509	0	0	6.29686569	0	0
06013	5.202485592	0	0	7.156557976	0	5.854714968
06017	0	6.473892171	0	3.961479945	0	0
06019	5.59628527	6.75961003	0	6.077648118	0	0
06021	0	4.150909874	0	0	0	0
06023	5.388160051	0	0	5.665556277	0	3.678266197
06025	6.591038103	5.457206475	0	5.914777601	4.051918328	2.980758977
06027	6.173847117	5.449171276	0	0	0	0
06029	6.57057287	5.764378656	0	7.261027191	5.804264548	3.996684174
06031	4.635584266	0	0	4.426731411	0	4.932151283
06033	6.092886192	3.403806611	0	0	0	0
06035	5.290120883	5.021152072	0	4.394736278	0	0
06037	6.036985377	6.124688402	0	7.207784481	0	5.42568812
06039	4.537340478	6.158398682	0	4.648945182	0	0
06043	0	5.72800377	0	0	0	0
06045	0	4.740922963	0	0	0	0
06047	4.647480773	0	0	0	0	0
06051	5.361841115	5.472775458	0	0	0	0
06053	4.663785703	4.247629621	0	6.423637873	0	0
06055	3.779833701	0	0	2.732965205	0	0
06057	0	5.658092521	0	0	0	0
06059	5.295944467	4.46585853	0	6.129009874	0	0
06061	5.436302903	6.328648457	0	5.130191609	0	2.822821645
06063	5.353541834	6.318236183	0	0	0	0
06065	6.300332023	5.048833968	0	6.664661848	0	3.425418295
06067	4.935748026	5.926161796	0	6.675086585	0	0
06071	5.845860488	6.271089184	0	6.880513752	6.056965195	0
06073	5.591301811	4.707027309	7.257610738	6.809934644	0	2.774854052
06075	4.008088936	0	0	4.036708722	0	0
06077	5.367656323	4.928651847	0	5.350682301	5.286839396	4.899996744
06079	3.310055738	0	7.268720077	5.128870791	0	0
06081	4.9717674	0	0	5.350431992	0	0.035829825
06083	4.531644939	0	0	5.61631086	0	0
06085	4.847808508	0	0	6.483740768	0	3.077559025
06087	4.491445743	0	0	4.245899018	0	2.220986253
06089	6.000642402	6.869250793	0	4.844357365	0	0
06091	0	4.653983907	0	0	0	0
06093	4.680985897	5.61646081	0	0	0	0
06095	6.211189446	4.428814872	0	5.579317446	0	0
06097	6.758047816	4.125188384	0	4.024321442	0	0
06099	3.464191371	4.70472519	0	6.20561277	0	3.009836151
06101	0	0	0	6.208050961	0	0
06103	0	5.033962268	0	4.630661741	0	0
06105	0	5.672977568	0	0	0	0
06107	4.737327842	5.127949878	0	4.258397804	0	0
06109	5.158787531	6.654579353	0	0	0	0
06111	4.328391939	3.055760465	0	6.089884913	0	0
06113	5.30457587	0	0	2.852099209	0	0
06115	3.942999593	6.311444236	0	0	0	0
08001	0	0	0	5.577789327	6.588229452	3.674400066
08003	4.840507568	0	0	4.055193755	0	1.688660041
08005	4.352471951	0	0	0	0	0
08009	0	0	0	0	0	0
08011	5.390230131	0	0	0	0	0
08013	3.184407485	4.650317239	0	4.261627975	6.007982566	1.356389212
08015	0	3.335056519	0	0	0	0
