id	renewable	hydro	nuclear	naturalgas	coal	other
01001	5.617656005	5.447706757	0	6.609770928	4.667848113	4.367234292
01005	3.574819347	0	0	0	0	0
01015	0	0	0	5.521041272	0	3.31302311
01017	0	3.013678435	0	0	0	0
01019	0	5.155190236	0	0	0	0
01021	0	5.618225964	0	0	0	3.242292656
01023	5.50804747	0	0	4.329600241	4.725990429	4.13229545
01025	4.628652857	0	0	4.835984044	0	0
01033	0	0	0	3.125806458	6.883333518	4.495821753
01037	0	5.549744855	0	0	0	0
01039	0	4.258733013	0	6.063680806	0	0
01047	5.432787284	0	0	4.993215833	0	3.459772823
01051	0	6.026446643	0	0	0	0
01053	5.401901174	0	0	4.379157329	0	4.164213872
01055	0	0	0	3.865222397	5.575552684	1.875067054
01063	0	0	0	5.403518585	6.572005983	3.335056519
01069	0	0	7.147355415	0	0	2.790988475
01071	0	0	0	0	6.983583848	4.186249821
01073	3.59522045	0	0	5.389177445	7.33610625	2.130333768
01077	0	6.270024223	0	0	0	0
01079	5.625531242	5.976409593	0	4.407003644	0	3.96442948
01081	0	5.648855507	0	6.432407871	0	0
01083	0	0	7.252160374	0	0	0
01085	0	0	0	5.712501545	0	0
01091	5.160513373	0	0	4.132070158	3.937998328	3.493761421
01095	0	5.787226615	0	0	0	1.380211242
01097	5.314834685	0	0	6.670492261	7.055254487	4.010681493
01099	5.86610328	0	0	3.661217784	0	4.353128739
01103	0	0	0	6.629088629	0	0
01111	0	5.090353298	0	0	0	0
01113	5.772174085	0	0	4.724224112	0	3.121715371
01117	0	0	0	0	7.055841701	4.244920044
01121	4.873822538	5.377233377	0	4.459543288	4.902371226	3.309625622
01125	0	5.463204437	0	0	0	0
01127	0	5.267912917	0	0	6.919381522	4.163697946
01129	0	0	0	5.938202394	6.582911228	3.823409015
01131	5.601664755	5.434409208	0	4.672658907	4.695638121	3.775845329
02016	3.788804422	0	0	0	0	4.993643946
02020	0	0	0	6.116690744	0	2.365487985
02050	0	0	0	0	0	4.768305039
02060	0	0	0	0	0	4.348460636
02068	0	0	0	0	5.322120016	2.348304863
02070	0	0	0	0	0	4.334835581
02090	2.712236075	0	0	0	5.610092475	5.537373495
02100	0	0	0	0	0	0
02110	0	5.566633088	0	0	0	3.272073788
02122	0	5.572703195	0	6.431919679	0	3.411548621
02130	0	5.242926366	0	0	0	3.273695588
02150	0	3.984437295	0	0	0	4.613027417
02164	0	0	0	0	0	1.414973348
02170	0	4.82482197	0	0	0	3.606381473
02180	0	0	0	0	0	4.457639668
02185	0	0	0	4.662965488	0	4.437750547
02188	2.896526769	0	0	0	0	4.344470872
02195	0	4.087497472	0	0	0	3.623662707
02196	0	0	0	0	0	2.684843567
02198	0	4.38983918	0	0	0	3.209246044
02220	0	5.004394467	0	0	0	3.731427587
02230	0	4.374418377	0	0	0	3.827304641
02240	0	0	0	0	0	4.116408481
02261	0	4.833828948	0	0	0	4.632639506
02290	0	0	0	0	0	4.052463154
04001	3.915927212	0	0	0	7.065729806	4.746447365
04003	0	0	0	4.981102495	6.439020995	1.799333656
04005	0	6.543652536	0	0	7.243763756	3.980639567
04012	0	4.881424603	0	0	0	0
04013	4.370105787	5.536490259	7.380432513	7.422488296	0	1.544068044
04015	0	6.480689485	0	6.580227721	0	0
04017	0	0	0	3.087377428	6.898233535	3.670089975
04019	4.186345306	0	0	5.603230878	5.792743186	0
04021	2.264817823	0	0	6.177452519	0	0
04023	0	0	0	2.656100119	0	2.021193435
04025	3.801883776	0	0	0	0	2.945468585
04027	0	0	0	5.784002611	0	3.35564305
05001	4.310460175	0	0	0	0	0
05003	5.693359216	0	0	4.554058528	0	3.822872839
05005	0	5.095950031	0	0	0	0
05007	0	0	0	0	6.566082605	3.308564414
05011	4.959338949	0	0	0	0	0
05015	0	4.249565212	0	0	0	0
05019	0	4.58004638	0	0	0	0
05021	0	0	0	0	0	1.963783107
05023	0	4.838049001	0	0	0	0
05029	0	5.221794896	0	0	0	0
05031	0	0	0	4.661982964	0	1.819550516
05033	0	5.124797571	0	0	0	0
05041	5.002405698	5.32618629	0	4.645016429	0	3.11663143
05047	0	5.116421768	0	5.428397238	0	0
05051	0	5.074787191	0	0	0	0
05055	0	0	0	4.007534418	0	0
05057	0	0	0	5.045479449	0	0
05059	0	4.351815645	0	6.400355081	0	0
05063	0	0	0	0	7.032182071	4.086039331
05065	3.878866394	0	0	0	0	0
05069	5.567852091	0	0	6.066903829	6.984268415	4.100022547
05073	0	0	0	4.477294952	0	0
05081	5.79880045	0	0	4.561891739	4.942726454	4.573505077
05089	0	5.214525955	0	0	0	0
05093	0	0	0	0	0	0
05103	0	0	0	5.264463634	0	4.823891375
05107	0	0	0	0	0	0
05109	0	4.224766048	0	0	0	0
05115	0	5.426408775	7.182773382	0	0	0
05119	4.028611915	4.926424764	0	5.556349547	0	0
05123	0	0	0	0	0	0
05139	0	0	0	6.649797049	0	0
05147	0	0	0	4.086074918	0	4.654523059
06001	5.933056828	0	0	5.343419901	0	4.624478052
06005	0	6.094823173	0	0	0	0
06007	5.07125956	6.74668393	0	4.05003164	0	0
06009	0	6.02735858	0	0	0	0
06011	5.051792872	0	0	2.786041921	0	0
06013	4.762858575	0	0	7.070892828	0	5.977253017
06017	0	6.439263201	0	0	0	0
06019	5.51655785	6.773747912	0	5.910538436	0	0
06021	0	4.255947549	0	0	0	0
06023	5.586084713	0	0	5.649377451	0	4.22680605
06025	6.572408495	5.421571025	0	5.644883489	0	3.70808081
06027	6.267974079	5.547379595	0	0	0	0
06029	6.286946178	5.673395104	0	7.469566888	5.724667423	5.64084347
06031	0	0	0	4.607143936	0	5.316473584
06033	6.083559949	4.297388412	0	0	0	0
06035	5.343132764	5.047586361	0	0	0	0
06037	6.013112126	6.125524528	0	7.289827909	0	5.827196974
06039	0	6.141696483	0	4.077258791	0	0
06043	0	5.808416926	0	0	0	0
06045	0	4.748436132	0	0	0	0
06047	4.35431977	0	0	4.139242315	0	0
06051	5.326999087	5.603241835	0	0	0	0
06053	4.606948383	4.194458837	0	6.853695955	0	0
06055	4.047858727	0	0	0	0	0
06057	0	5.801514155	0	0	0	0
06059	5.333496045	4.515767905	0	6.062474109	0	0
06061	5.441401985	6.365798245	0	3.620864371	0	2.451789505
06063	5.332208795	6.486529654	0	0	0	0
06065	6.223843912	4.974018638	0	6.202454168	0	4.147738141
06067	4.74843614	5.987584045	0	6.653492013	0	0
06071	5.717147705	6.328976196	0	7.046890864	6.082715333	4.689376741
06073	5.474736283	4.652488917	7.132503863	6.779267283	0	3.377852237
06075	0	0	0	5.850461048	0	4.539063547
06077	4.675864311	4.90255765	0	5.589034079	5.63608155	5.334125119
06079	0	0	7.264605226	5.544400463	0	0
06081	4.100508395	0	0	5.24364115	0	0
06083	4.266443405	0	0	5.628518237	0	0
06085	4.908454219	0	0	6.58587421	0	2.395725184
06087	4.298700283	0	0	5.174002769	0	1.981393706
06089	5.903947283	6.955807778	0	5.63765501	0	0
06091	4.931468041	4.609583738	0	0	0	0
06093	0	5.679094326	0	0	0	0
06095	5.966734316	4.824431757	0	5.653697186	0	0
06097	6.767874493	4.170525733	0	0	0	0
06099	0	4.682884823	0	6.166296874	0	3.568905415
06101	0	0	0	6.431226509	0	0
06103	0	5.113629214	0	3.721893016	0	0
06105	0	5.82566365	0	0	0	0
06107	4.799834186	5.191191028	0	1.48258777	0	0
06109	5.211620176	6.676592476	0	0	0	0
06111	4.523779674	3.744214803	0	6.238820079	0	0
06113	5.179181098	0	0	3.388633969	0	0
06115	0	6.280738811	0	0	0	0
08001	4.487022258	0	0	5.496940057	6.674628414	3.548020818
08003	0	0	0	0.999956568	0	1.079145053
08009	0	0	0	0	0	0
08011	0	0	0	0	0	0
08013	0	4.470924768	0	4.604105038	6.101822313	0.410107144
08015	0	3.733598461	0	0	0	0
08019	0	0	0	0	0	0
08029	0	0	0	0	0	0
08031	0	4.251443559	0	5.29363432	5.980370661	3.478710756
08035	0	3.751048035	0	0	0	0
08037	0	0	0	4.501234602	0	0.945517822
08041	0	4.962383534	0	6.41048637	6.530357886	3.218798261
08043	0	0	0	0	5.412146263	0
08045	0	4.953431064	0	4.668823709	0	0
08049	0	4.094610828	0	0	0	0
08051	0	5.405462475	0	0	0	0
08059	0	3.870520891	0	4.751500321	5.425035	2.644690004
08063	0	0	0	0	0	3.671450554
08065	0	0	0	0	0	0
08067	0	4.144200523	0	4.662467617	0	0
08069	0	5.787048656	0	4.709057851	6.333996295	3.173768823
08071	0	0	0	2.599883072	0	0.301247089
08073	0	0	0	4.477121255	0	3.272074252
08075	5.482546311	0	0	0	0	0
08077	0	4.815152543	0	3.332236213	5.575805352	0.000434077
08081	0	0	0	3.818555779	7.000755839	2.434568904
08083	0	4.212959616	0	0	0	0
08085	0	5.673050413	0	0	5.865012722	3.401228167
08087	0	0	0	5.634620061	6.574313062	0
08089	0	0	0	0	0	3.210853633
08093	0	3.986323777	0	0	0	0
08097	0	4.251857186	0	0	0	0
08099	5.707666391	0	0	0	0	2.017033339
08101	0	0	0	4.313782862	6.687623657	2.98362764
08103	0	4.121658312	0	0	0	0
08107	0	0	0	3.506640306	6.543853077	3.057666104
08109	0	0	0	0	0	0
08113	0	3.703978825	0	0	0	0
08115	0	0	0	0	0	0.000434077
08117	0	4.621352873	0	0	0	0
08123	4.713087151	0	0	6.906793912	0	0
08125	0	0	0	0	0	0.9029814
09001	0	5.196289513	0	6.378972643	6.446065649	5.633644156
09003	4.146190104	4.777361586	0	5.75166958	0.301029996	3.858035469
09005	4.000390689	5.081926701	0	0	0	2.527632478
09007	0	0	0	5.450515456	0	5.359119919
09009	3.325925956	5.230464247	0	6.506756877	0	5.630674957
09011	3.807940721	4.254523933	7.219831883	5.068701349	6.172762784	5.291489691
09015	0	4.258254054	0	6.592802202	0	5.192190976
