County,Renewable,Hydro,Nuclear,Natural.Gas,Coal,Other
01001,443135.26,295454,0,12354427.83,45962.041,4301.864
01015,0,198568,0,18491.065,0,10147.935
01017,0,0,0,0,0,0
01019,0,209892,0,0,0,0
01021,0,561938,0,0,0,0
01023,156406.199,0,0,54577.959,39636.579,1166.266
01025,80116.849,0,0,43195.65,0,114.861
01033,0,0,0,5674.522,3575728.6,13377.909
01037,0,466344,0,0,0,0
01039,0,14696,0,3193280,0,59.013
01047,240644.198,0,0,309772.802,0,0
01049,32162,0,0,0,0,0
01051,0,1598982,0,0,0,0
01053,184819.663,0,0,69582.684,0,6733.649
01055,1287.911,0,0,60073.85,155388.24,0
01063,0,0,0,98511.341,2743106.33,16306.361
01065,31795,0,0,0,0,0
01069,0,0,14505389,0,0,724
01071,0,0,0,0,3702203.9,3644.058
01073,0,0,0,235930.19,18472471.88,0
01077,0,2448335,0,0,0,0
01079,20745.887,1247298,0,7447.832,6982.675,249.141
01081,0,498561,0,10170997,0,0
01083,0,0,26738300,0,0,0
01085,0,0,0,537102,0,0
01091,131542.899,0,0,4432.197,17209.238,305.665
01095,0,713367,0,0,0,0
01097,199200.67,0,0,10008687.9,5142849.4,0
01099,82625.012,0,0,3577.838,0,673.15
01103,12392,0,0,4828977,0,0
01111,0,147978,0,0,0,0
01113,600980.75,0,0,212121.535,0,217.475
01117,0,0,0,0,6405775.1,26985.862
01121,83998.053,346035,0,53802.615,6782.696,75.636
01123,0,0,0,5027955,0,0
01125,0,119614,0,0,0,0
01127,0,243605,0,0,5245280.7,2152.318
01129,0,0,0,952423.49,1868603.6,8262.914
01131,404995.89,356205,0,51092.735,2463.021,2616.355
02013,0,3748,0,0,0,73.5
02016,6345.913,0,0,0,0,90833.087
02020,103978.769,0,0,1436550.919,0,1027.309
02050,0,0,0,0,0,64729
02060,0,0,0,0,0,20718
02068,71779,0,0,0,185611.956,293.044
02070,0,0,0,0,0,21470
