County,Renewable,Hydro,Nuclear,Natural.Gas,Coal,Other
01001,440635.8,155479,0,13077298.38,46594.053,6830.77
01015,0,297810,0,5715.263,0,229.737
01017,0,0,0,0,0,0
01019,0,317610,0,0,0,0
01021,0,774445,0,0,0,0
01023,161738.323,0,0,46149.427,41571.083,813.164
01025,77125.636,0,0,48281.069,0,39.207
01033,0,0,0,3416.478,3202563.1,12790.387
01037,0,673185,0,0,0,0
01039,0,24945,0,3163877.7,0,204.356
01047,235831.501,0,0,332308.495,0,0
01051,0,2138117,0,0,0,0
01053,213318.534,0,0,49807.001,0,4091.469
01055,0,0,0,99309.504,82694.496,0
01063,0,0,0,50178.148,2448622.4,268.499
01065,415,0,0,0,0,0
01069,0,0,14098022,0,0,741
01071,0,0,0,0,3783363.6,3441.356
01073,0,0,0,338623.691,20454720.96,0
01077,0,3538795,0,0,0,0
01079,273977.627,1863392,0,60828.607,54098.719,3714.344
01081,0,666038,0,8952439,0,0
01083,0,0,26718113,0,0,0
01085,0,0,0,490995,0,0
01091,89320.557,0,0,858.02,9622.528,190.895
01095,0,839939,0,0,0,0
01097,187014.97,0,0,10438644.55,4962411.9,0
01099,71348.08,0,0,1338.886,0,1204.008
01103,11862,0,0,4804563,0,0
01111,0,201884,0,0,0,0
01113,582018.29,0,0,194663.537,0,0.173
01117,0,0,0,0,6983788.7,27978.313
01121,81945.749,495981,0,2556.545,34871.706,0
01123,0,0,0,3556649,0,0
01125,0,404589,0,0,0,0
01127,0,321245,0,0,3448785.3,6846.741
01129,0,0,0,879063.378,1705667.1,6035.504
01131,449026.37,185724,0,43647.215,4016.838,2007.78
02013,0,2432.43,0,0,0,2103.08
02016,6490.77,0,0,0,0,89143.23
02020,90325.199,0,0,1545238.743,0,1687.052
02050,0,0,0,0,0,65625
02060,0,0,0,0,0,18604
02068,71010,0,0,0,191063.84,254.163
02070,0,0,0,0,0,22029
02090,0,0,0,5000.441,433556.875,401234.814
02100,0,0,0,0,0,844
02105,0,26064,0,0,0,6906
02110,0,401169,0,0,0,719
02122,0,404182,0,1744675.344,0,837.936
02130,0,169744,0,0,0,13038
02150,26699,119142,0,0,0,5808
02164,0,3275,0,0,0,75
02170,0,89936,0,0,0,0
02180,0,0,0,0,0,46680
02185,0,0,0,126090.889,0,29415.111
02188,1196,0,0,0,0,29323
02195,0,0,0,0,0,2969
02198,0,20540,0,0,0,0
02220,0,113244,0,0,0,151
02240,1600,0,0,0,0,10978.2
02261,0,74034,0,0,0,44762
02270,0,0,0,0,0,7713
02275,0,11717,0,0,0,1257.52
02282,0,0,0,0,0,5556
02290,0,0,0,0,0,10939
04001,7767,0,0,0,17206678.2,26438.105
04003,0,0,0,82448.589,2245344.4,-500
04005,209940,3332256,0,0,17119675,12064.036
04007,53442,0,0,0,0,0
04012,0,78877,0,0,0,0
04013,996048.74,157843,31431080,23248842.44,0,260.057
04015,46464,2369953,0,4096993,0,0
04017,320634.57,0,0,1414.012,6602166.8,7437.601
04019,180830.17,0,0,452285.28,318511.72,0
04021,9971.29,0,0,1273009.87,0,34.55
04023,0,0,0,22526.032,0,224.968
04025,115130,0,0,0,0,0
04027,792416,0,0,507112.07,0,366.93
05001,39166,0,0,0,0,0
05003,439544.32,0,0,89367.954,0,5994.04
05005,0,147606,0,0,0,0
05007,0,0,0,0,3061411.4,4637.594
05011,26884.589,0,0,0,0,0
05015,0,77201,0,0,0,0
05019,0,55614,0,0,0,0
05021,0,0,0,0,0,10
05023,0,124885,0,0,0,0
05029,0,144880,0,0,0,0
05031,0,0,0,2930.059,0,1.941
05033,0,114009,0,0,0,0
05041,80375.677,320905,0,39828.323,0,0
05047,0,93088,0,4080.236,0,697.764
05051,0,266483,0,0,0,0
05055,0,0,0,677,0,0
05057,0,0,0,26206.965,3825010,0
05059,0,29017,0,3298940,0,0
05063,0,27614,0,0,10381764,8400.954
05065,7032,0,0,0,0,0
05069,370152.373,0,0,1524527.311,10553429,8248.556
05073,0,0,0,-756,0,0
05081,571605.79,0,0,84827.834,86487.464,15771.918
05089,0,479501,0,0,0,0
05093,0,0,0,192021.71,3981132.8,14896.45
05103,0,0,0,213532.77,0,2225.226
05107,0,0,0,0,0,-81
05109,0,27091,0,0,0,0
05115,0,620742,11945257,0,0,0
05119,35144.457,134299.44,0,318653.243,0,0
05123,0,0,0,0,0,0
05137,0,22623,0,0,0,0
