County,Renewable,Hydro,Nuclear,Natural.Gas,Coal,Other
01001,467619.79,310377,0,15777525.74,40169.107,4588.392
01015,0,198745,0,1108.317,0,3085.683
01017,0,0,0,0,0,0
01019,0,212172,0,0,0,0
01021,0,557768,0,0,0,0
01023,153608.241,0,0,59963.987,40642.724,387.048
01025,74443.074,0,0,45229.767,0,152.435
01033,0,0,0,5333.26,2674438.4,10782.333
01037,0,465039,0,0,0,0
01039,0,13944,0,4001161.9,0,59.136
01047,231344.377,0,0,322098.619,0,0
01049,31561,0,0,0,0,0
01051,0,1497833,0,0,0,0
01053,180938.976,0,0,85134.437,0,8131.614
01055,0,0,0,199010.31,15644.693,0
01063,0,0,0,48295.528,2197200.8,3788.674
01065,39003,0,0,0,0,0
01069,0,0,14281688,0,0,876
01071,0,0,0,0,1626644.2,802.795
01073,0,0,0,240107.403,17596931.42,0
01077,0,2683901,0,0,0,0
01079,0,1439823,0,0,0,0
01081,0,516480,0,10756619,0,0
01083,0,0,27669694,0,0,0
01085,0,0,0,539838,0,0
01091,168128.016,0,0,13668.447,18355.035,1035.858
01095,0,740864,0,0,0,0
01097,212098.83,0,0,10340349.57,4559960.6,0
01099,713296.794,0,0,38868.37,0,4864.288
01103,12069,0,0,6442731,0,0
01111,0,157611,0,0,0,0
01113,583826.41,0,0,203625.598,0,0
01117,0,0,0,197876.26,6366163.4,14858.322
01121,94725.345,358557,0,96562.655,0,0
01123,0,0,0,5187348,0,0
01125,0,56162,0,0,0,0
01127,0,241085,0,0,4637792.8,14249.181
01129,0,0,0,1103629,1638952.7,8830.316
01131,326621.11,375077,0,47893.656,229.859,1828.375
02013,0,2439,0,0,0,1433
02016,4760.678,0,0,0,0,85792.322
02020,100693.473,0,0,2046878.849,0,858.679
02050,0,0,0,0,0,66529
02060,0,0,0,0,0,21085
02068,72784,0,0,0,241117.219,6590.568
02070,0,0,0,0,0,22437
02090,0,0,0,0,426432.092,351615.084
02100,0,0,0,0,0,-156
02105,0,28036,0,0,0,6152
02110,0,427681,0,0,0,271
02122,0,488130,0,888691.997,0,614.103
02130,0,199721,0,0,0,2366
02150,29107,128893,0,0,0,0
02164,0,3261,0,0,0,33
02170,0,92243,0,0,0,0
02180,2,0,0,0,0,43534
02185,0,0,0,137082.156,0,26642.844
02188,3239,0,0,0,0,32892
02220,0,109012,0,0,0,-270
02240,4000,0,0,0,0,10124.92
02261,0,76844,0,0,0,39918
02270,0,0,0,0,0,8973
02275,0,12669,0,0,0,3621.54
02282,0,0,0,0,0,5152
02290,0,0,0,0,0,10358
04001,14682,0,0,0,14959898.1,22670.464
