County,Renewable,Hydro,Nuclear,Natural.Gas,Coal,Other
01001,17665,0,0,25,2484726.138,7.999
01005,9777,0,0,0,866421,1514
01009,0,6040,0,0,0,20.004
01015,0,0,0,0,1506982.658,1984.74877
01017,0,0,0,0,0,0
01019,0,0,0,0,1583631.894,2388.9559
01021,0,0,0,2847.2515,612797.0785,103464.8
01023,0,0,0,3360.00519,391379.0438,481.40297
01033,0,0,0,174651.413,0,0
01037,0,0,0,0,0,102
01039,0,0,0,2750187,39511.01,63
01051,73373.004,16992.001,0,0,843053.66,1252938.16
01053,0,0,0,544762.4,0,0
01055,0,0,0,7041.299,0,0
01069,0,0,0,153272.296,1492116.264,43747.04111
01071,0,29398.001,0,0,0,0
01073,0,0,0,1409645,3915313,4483
01077,0,0,0,0,0,0
01079,0,215891.999,0,3548600,10886731,0
01081,0,583976,0,177141,10186117,12849.999
01083,0,224273,0,0,0,0
01085,0,201778.999,0,0,0,0
01091,0,326597,0,0,0,0
01095,0,1020524,0,0,0,0
01097,0,1688639,13147985,0,12318050,12590
01099,0,141971,0,40063,19460109,0
01103,0,0,0,1238984,0,0
01113,0,0,0,1290634,0,0
01121,442986.1586,22918.001,0,973.85594,0,6227.01551
01123,0,4856.999,0,0,0,12
01125,0,24480.001,0,0,0,1132.998
01127,0,279130,0,0,0,627.997
01129,0,0,0,0,0,12756
01131,0,0,0,0,0,2890.001
02013,0,0,0,0,0,0
02016,0,1792,0,154847.373,0,1002.17605
02020,0,18541.002,0,0,0,-31.001
02050,0,23307,0,0,0,9787
02060,0,0,0,0,0,2666
02068,0,0,0,0,0,5488.999
02070,0,0,0,0,0,4162
02090,0,0,0,379148.6283,7218889.235,10381.86969
02100,0,0,0,0,0,92.999
02110,0,1446993.001,0,2398825.004,0,-1129.001
02122,377463.349,896100.003,0,2328714.234,336130.042,193487.7871
02130,0,0,0,0,0,1812.999
02150,0,0,0,107.004,0,56.999
02164,0,0,0,6998,0,0
02170,0,0,0,2215,0,0
02180,239,0,0,41156.079,0,5
02185,60210.28476,0,0,72494.15197,45914.70146,14226.999
02188,0,0,0,0,33321.441,0
02195,428.93359,0,0,1873.78325,1406399,6628.28417
02196,1039.52558,0,0,4251.42407,0,68.67035
02198,0,0,0,1238527,6618979.215,8692.002
02220,0,0,0,54978,7017107,7538
02230,0,0,0,22137,0,615.001
02240,0,0,0,0,382833,1954
02261,9356.40529,173604,0,1112829.119,740281.4954,410.997
02290,0,0,0,0,0,252
04001,0,45853.002,0,1086.996,0,81.996
04003,0,313823.001,0,0,5211432,15949
04005,0,82104.999,0,0,0,0
04007,0,35786,0,0,0,0
04012,0,308387,0,0,0,0
04013,87,338334,0,4032937.002,32476822,94043
04015,0,0,0,15545.001,3540463,41296.004
04017,0,0,0,760,0,504
04019,0,0,0,0,244862.941,0
04021,0,0,0,197427.86,2026562.198,11521.05479
04023,0,0,0,12465.6,0,0
04025,5602.716,0,0,643.49365,0,4357.44535
04027,0,37985.309,0,0,3173.84,0
05001,0,15688.53,0,0,0,0
05003,0,168.996,0,0,0,85.998
05005,6009,0,0,0,0,0
05007,0,0,0,122019,2712595,1055
05011,0,18472,0,0,0,0
05015,0,0,0,1019,6764016,4080
05019,0,0,0,0,0,321
05021,0,10810.002,0,0,0,0
05023,0,0,0,259190,0,0
05029,0,0,0,1421546,0,0
05033,0,0,0,319245,0,6798
05041,0,0,28112609,42610,14944611,0
05047,3968.001,0,0,14596,0,12451.001
05051,0,0,0,25314,0,431640.001
05055,0,635609.001,0,0,0,0
05057,0,0,0,1989,0,0
05059,0,111893.002,0,22266.002,0,-563
05063,0,0,0,138050,0,0
05065,0,0,0,21.996,0,0
05067,0,0,0,-208,0,-949
05069,0,50118,0,0,21664534,30203
05073,0,0,15449851,0,0,0
05085,0,0,0,3061890.058,0,20315.00525
05089,0,0,0,0,0,0
05093,0,16402.321,0,5189.10468,0,155.81532
05109,0,0,0,0,0,42.996
05115,0,11043.998,0,264788.16,0,0
05119,0,0,0,435096,15219933,7194
05123,0,0,0,2844,0,266
05131,0,0,0,1032959,0,0
05147,0,0,0,30401.739,0,0
06001,0,4445,0,452673.59,1419167.902,239450.307
06005,0,0,0,2464422,136372.002,1236
06007,60186,86519,0,1232930.334,0,1207.996
06009,0,368.004,0,201477.939,0,17.999
06011,0,3999.001,0,0,0,0
06013,12812,0,0,751866.507,23722357,28154.001
06017,0,51163.001,0,372.996,0,197.995
06019,377334.999,0,0,2061543.138,0,46208.003
06021,53742,0,0,0,0,0
06023,88252.992,0,0,0,0,0
06025,437745.012,18315.096,0,1526036.089,1717866.482,130604.1564
06027,614202.4126,325011,0,317517.2866,0,2777.17476
06029,916574.4261,12111482.57,0,9655926.332,194273.2505,414129.2137
06031,0,213585,0,0,0,0
06033,0,1760046.012,0,0,0,0
06035,0,542103.016,0,0,0,0
06037,1691002.184,22413406,0,14762952.89,12485.839,465252.5621
06039,0,0,0,1756191.916,0,935.11697
06043,0,0,0,556715.647,0,8.999
06045,0,0,14580260,4189380.561,0,0
06047,0,0,0,5018144.535,814147.4347,18352.999
06051,0,0,0,4968138.361,0,75.999
06053,0,0,0,704973.4901,10768509,86951.07089
06055,0,130781,0,126861,2074736,16601
06057,0,671127.002,20591862,6832,22957044,53622.998
06059,16756.044,0,7008428,2177858.832,4827192,357802.9324
06061,5614,34458,0,1725900.666,256600.4124,671945.7741
06063,0,172616.998,0,231102.664,467174.001,998.002
06065,2571.47,4363015.995,0,1538962.261,8701796.948,80462.56897
06067,0,8139642.998,0,4427199.821,0,15.001
06071,213288,110829.65,0,7374610.253,30198335.83,142109.1261
06073,1089367.431,9822,10227326,7654058.247,13842819.53,476907.8718
06075,0,60449.999,0,4505.001,1655162,1576
06077,343611,95692.999,0,3183856.143,9646210.998,43289.01088
06079,0,0,0,0,0,46392
06081,0,0,0,67344,468512,8406
06083,0,0,0,35364.001,12923981,816714
06085,132888,4218.39,0,979879.5011,0,905479.5379
06087,0,5517.269,0,384512.8,0,0
06089,0,-573426.509,0,3324141.361,16666453.9,1039386.998
06091,0,44463.001,5343846,0,0,0
