County,Renewable,Hydro,Nuclear,Natural.Gas,Coal,Other
01001,31273.51931,374862.999,0,2670492.981,4208.99524,10305.77176
01005,5181.74,0,0,0,0,0
01015,0,205343.002,0,198304,0,33967
01017,0,1458.999,0,0,0,0
01019,0,225806,0,0,0,0
01021,0,564409,0,0,0,2142.999
01023,258535.942,0,0,10023.99015,44428.63039,17379.60642
01025,14410.5961,0,0,63345.8549,0,0
01033,0,0,0,536,7743713,33134
01037,0,493435,0,0,0,0
01039,0,29018.998,0,992125,0,9
01047,275237.2736,0,0,188125.4582,0,6082.80614
01051,0,1820452.001,0,0,0,0
01053,205434.7348,0,0,28062.31782,0,10362.48636
01055,0,0,0,0,429828.001,0
01063,0,0,0,120115,3776741,15892
01069,0,0,13738337,0,0,442.998
01071,0,0,0,0,9835588,16082
01073,3581.23391,0,0,174378.2051,21360224,0
01077,0,2344161,0,0,0,0
01079,415859.833,1126078,0,32034.3693,0,13244.7467
01081,0,702395,0,1890409,0,0
01083,0,0,17955886,0,0,0
01085,0,0,0,511873,0,0
01091,88392.01739,0,0,8090.32329,2284.47602,92287.57629
01095,0,682602,0,0,0,0
01097,201914.9353,0,0,4224551.973,11804174.96,10249.001
01099,788174.3836,0,0,3081.81366,0,18363.1318
01103,0,0,0,1785676.88,0,0
01111,0,185651,0,0,0,0
01113,393443.3504,0,0,38038.37981,0,399.90485
01117,0,0,0,0,11258941,14406
01121,62439.75067,362410,0,9101.002,78870.33592,1178.2654
01125,0,363308.001,0,0,0,0
01127,0,215983,0,0,7897800,12263
01129,0,0,0,838787,3860363,5483
01131,362743.693,447206.999,0,70392.11166,55665.10043,8331.03994
02016,4873.001,0,0,0,0,94122.582
02020,0,0,0,996632.001,0,351.999
02050,0,0,0,0,0,61071.999
02060,0,0,0,0,0,22413.999
02068,0,0,0,0,219320,91
02070,0,0,0,0,0,21553.002
02090,382.56692,0,0,0,404997.7875,371655.3206
02100,0,0,0,0,0,153.999
02110,0,340443.004,0,0,0,1899.001
02122,0,486800.001,0,2679538.637,0,416.64156
02130,0,169532,0,0,0,-425
02150,0,121463.001,0,0,0,14548.997
02164,0,0,0,0,0,40
02170,0,134178,0,0,0,4024.998
02180,0,0,0,0,0,29784.001
02185,0,0,0,47455,0,27778.002
02188,589,0,0,0,0,22022.001
02195,0,13105,0,0,0,3357
02196,0,0,0,0,0,695
02198,0,23250,0,0,0,2251.996
02220,0,92116,0,0,0,5211.001
02230,0,13292.001,0,0,0,6807.999
02240,0,0,0,0,0,13358.002
02261,0,69761.999,0,0,0,40678.001
02290,0,0,0,0,0,180.001
04001,12057.999,0,0,0,11633069,15219
04003,0,0,0,120428,2755433,415
04005,0,3299429,0,0,17009250,21424
04012,0,66572.001,0,0,0,0
04013,23252.999,267245.002,25807446,22889162.6,0,249
04015,0,2871465,0,2268239,0,0
04017,0,0,0,18254.8048,7966988.842,3988.41816
04019,33630.52005,0,0,438511.792,778793,0
04021,0,0,0,2560706,0,8.001
04023,0,0,0,1413.001,0,47.002
04025,5053,0,0,0,0,881.999
04027,0,0,0,596298.15,0,1005
05001,22769.672,0,0,0,0,0
05003,480175.8023,0,0,35107.4266,0,9810.73205
05005,0,190015,0,0,0,0
05007,0,0,0,0,3662831,4648
05011,90352.706,0,0,0,0,0
05015,0,134534,0,0,0,0
05019,0,59402,0,0,0,0
05021,0,0,0,0,0,186.001
05023,0,147558,0,0,0,0
05029,0,137579.999,0,0,0,0
05033,0,129589.999,0,0,0,0
05041,97052.66255,392057,0,47997.56289,0,240.28456
05047,0,264990,0,188800.998,0,10434.998
05051,0,202609,0,0,0,0
05055,0,0,0,2941,0,0
05057,0,0,0,1711,0,0
05059,0,24357,0,1295670.999,0,-777
05063,0,0,0,0,10027417,14068
05065,4280.46476,0,0,0,0,1517.22524
05069,412561.4947,0,0,1221985.21,9250411,19139.72503
05073,0,0,0,74579,0,0
05081,624583.5422,0,0,47541.40862,96484.6265,40633.30765
05089,0,669853,0,0,0,0
05093,0,0,0,0,0,430.001
