County,Renewable,Hydro,Nuclear,Natural.Gas,Coal,Other
01001,414625.4971,280354,0,4071654.59,46542.32916,23293.4755
01005,3756.811,0,0,0,0,0
01015,0,0,0,331926,0,2056
01017,0,1031.997,0,0,0,0
01019,0,142952,0,0,0,0
01021,0,415170,0,0,0,1746.999
01023,322142.0886,0,0,21359.95047,53209.65332,13561.11659
01025,42525.83573,0,0,68546.30427,0,0
01033,0,0,0,1336,7644226,31320
01037,0,354605,0,0,0,0
01039,0,18143.999,0,1157926,0,0
01047,270886.4512,0,0,98450.02548,0,2882.52328
01051,0,1062788.001,0,0,0,0
01053,252290.6604,0,0,23941.82926,0,14595.32842
01055,0,0,0,7331.999,376316,75.001
01063,0,0,0,253232,3732553,2163
01069,0,0,14039622,0,0,618
01071,0,0,0,0,9629059,15355
01073,3937.49894,0,0,245006.4091,21682345,135
01077,0,1862191,0,0,0,0
01079,422212.6511,947130,0,25527.22723,0,9213.60268
01081,0,445508,0,2706498.999,0,0
01083,0,0,17871474,0,0,0
01085,0,0,0,515824,0,0
01091,144714.9414,0,0,13554.08353,8669.58538,3117.1767
01095,0,612670,0,0,0,24
01097,206459.4114,0,0,4682656.067,11356761.03,10249
01099,734688.5637,0,0,4583.71687,0,22549.07543
01103,0,0,0,4256852.76,0,0
01111,0,123127,0,0,0,0
01113,591798.8071,0,0,52993.68407,0,1323.47387
01117,0,0,0,0,11372127,17576
01121,74786.38452,238360,0,28810.002,79867.70883,2039.97865
01125,0,290539,0,0,0,0
01127,0,185316,0,0,8305801,14578
01129,0,0,0,867366,3827465,6659
01131,399636.1398,271900,0,47060.75684,49617.87042,5968.22695
02016,6148.999,0,0,0,0,98547.122
02020,0,0,0,1308250.001,0,232
02050,0,0,0,0,0,58655
02060,0,0,0,0,0,22308
02068,0,0,0,0,209952,223
02070,0,0,0,0,0,21618.999
02090,515.50879,0,0,0,407467.0308,344646.2004
02100,0,0,0,0,0,-362.998
02110,0,368666.001,0,0,0,1871
02122,0,373855.001,0,2703458.326,0,2579.57774
02130,0,174955.003,0,0,0,1878
02150,0,9648,0,0,0,41023
02164,0,0,0,0,0,26
02170,0,66807,0,0,0,4040.001
02180,0,0,0,0,0,28683.997
02185,0,0,0,46022,0,27399.999
02188,788.001,0,0,0,0,22104
02195,0,12232,0,0,0,4204
02196,0,0,0,0,0,483.998
02198,0,24538.001,0,0,0,1618.997
02220,0,101017,0,0,0,5388
02230,0,23682,0,0,0,6719
02240,0,0,0,0,0,13074
02261,0,68207,0,0,0,42918.003
02290,0,0,0,0,0,11284.002
04001,8240,0,0,0,11634020,55776
04003,0,0,0,95742,2748027,62.999
04005,0,3496653,0,0,17529267,9564
04012,0,76107,0,0,0,0
04013,23447.999,343945.997,24012231,26453814,0,35
04015,0,3024750,0,3803888,0,0
04017,0,0,0,1222.86194,7911039.179,4678.32054
04019,15358.37635,0,0,401079.8817,620502,0
04021,184,0,0,1504709,0,0
04023,0,0,0,453.002,0,105.001
04025,6337.001,0,0,0,0,882
04027,0,0,0,608138.657,0,2268
