Consolidated.Description,State.ID,State,Latitude,Longitude,Fuel ,Prime.Mover,Cooling.System,CHP ,Generation.(MWh) 
17,37,OR,43.0895,-123.4156,OT,ST,,Y,167283.004
17,37,OR,42.436111,-122.849958,OT,ST,,N,195155
1,38,PA,40.8361,-76.825,CL,ST,ON,N,93015
1,38,PA,40.910205,-75.079398,CL,ST,ON,N,235917.004
1,38,PA,40.937939,-80.369007,CL,ST,ON,N,301158.998
1,38,PA,41.06755,-78.366228,CL,ST,ON,N,2329488.956
1,38,PA,40.5383,-79.7906,CL,ST,ON,N,2921248.982
1,38,PA,40.096111,-76.6962,CL,ST,ON,N,5944189.97
1,38,PA,41.0714,-76.6672,CL,ST,RTND,N,6918960.993
1,38,PA,40.3842,-79.0611,CL,ST,RTND,N,11005160.04
1,38,PA,40.6604,-79.3411,CL,ST,RTND,N,11524330.98
1,38,PA,40.512825,-79.196107,CL,ST,RTND,N,11541845.99
1,38,PA,40.6348,-80.4159,CL,ST,RTND,N,17142739.77
1,38,PA,40.533299,-78.384125,CL,ST,,Y,7120
1,38,PA,40.679853,-78.233464,CL,ST,,Y,44515
3,38,PA,40.792778,-77.864722,CL/NG,ST,,Y,11996.96
11,38,PA,39.8725,-77.1672,NG,CC,DC,N,3834528
11,38,PA,40.464851,-80.043761,NG,CC,RTID,N,35594
11,38,PA,40.4219,-75.9356,NG,CC,RTID,N,2503963
11,38,PA,39.7375,-76.306666,NG,CC,RTID,N,2537263.961
11,38,PA,39.8614,-75.3358,NG,CC,RTID,N,3751680
11,38,PA,40.545278,-79.768611,NG,CC,RTID,N,3929576
11,38,PA,40.801924,-75.107563,NG,CC,RTID,N,4202458
11,38,PA,39.8592,-79.9182,NG,CC,RTID,N,4461553
11,38,PA,40.6175,-75.3147,NG,CC,RTID,N,4702961.988
11,38,PA,39.807038,-75.421606,NG,CC,RTID,Y,5089992.3
11,38,PA,40.3509,-76.3658,NG,CC,RTID,N,5208269
11,38,PA,40.1475,-74.7411,NG,CC,RTID,N,6995551
11,38,PA,41.574259,-76.043233,NG,ST,,Y,5226
11,38,PA,39.985641,-76.676158,NG,CC,,N,11465
11,38,PA,40.013993,-75.05283,NG,ST,,Y,12401
11,38,PA,40.955015,-76.878843,NG,CC,,Y,36705
11,38,PA,41.200556,-76.07,NG,CC,,N,815981
11,38,PA,39.942219,-75.188069,NG,CC,,Y,912680.004
16,38,PA,39.758936,-76.268742,NUC,ST,ON,N,18771169
16,38,PA,40.1515,-76.7232,NUC,ST,RTND,N,7327645
16,38,PA,40.6219,-80.4336,NUC,ST,RTND,N,14757306
16,38,PA,41.0919,-76.1462,NUC,ST,RTND,N,18781295
16,38,PA,40.224303,-75.58744,NUC,ST,RTND,N,19077244
17,38,PA,39.858,-75.323,OT,ST,ON,N,59937
17,38,PA,39.870935,-76.868117,OT,ST,RTID,Y,529342.333
17,38,PA,40.6917,-75.4792,OT,ST,RTID,Y,665267.004
17,38,PA,40.55,-78.8,OT,ST,RTID,N,845465.004
17,38,PA,40.40625,-79.03366,OT,ST,RTID,N,2734997.998
17,38,PA,40.797762,-75.105416,OT,ST,RTND,N,1654950.038
17,38,PA,42.143919,-80.069581,OT,ST,,Y,1010
17,38,PA,39.9058,-75.2122,OT,ST,,Y,69065.74
17,38,PA,40.325556,-75.922778,OT,ST,,Y,100885.999
17,38,PA,41.485,-75.5406,OT,ST,,N,115337.005
17,38,PA,40.244242,-76.853872,OT,ST,,Y,116726
17,38,PA,40.3097,-79.8819,OT,ST,,Y,174088.003
17,38,PA,40.873399,-75.993494,OT,ST,,Y,190399.001
17,38,PA,40.0967,-75.3103,OT,ST,,N,203540.003
17,38,PA,40.6191,-76.45,OT,ST,,N,213621.004
17,38,PA,40.0711,-76.6436,OT,ST,,N,214914.999
17,38,PA,40.0017,-76.7183,OT,ST,,N,229567.999
17,38,PA,40.1405,-74.7506,OT,ST,,N,247472.999
17,38,PA,40.3925,-79.8564,OT,ST,,Y,256797.999
17,38,PA,40.811189,-76.452951,OT,ST,,Y,279306.004
17,38,PA,41.491466,-78.675759,OT,ST,,Y,280690.003
17,38,PA,39.843743,-75.358801,OT,ST,,Y,298338.005
17,38,PA,40.162633,-74.768164,OT,ST,,N,339667
17,38,PA,40.782377,-76.176184,OT,ST,,Y,361049.001
17,38,PA,40.455,-78.7472,OT,ST,,Y,362827
17,38,PA,41.2691,-79.8134,OT,ST,,N,504788.999
17,38,PA,39.8265,-75.3882,OT,ST,,N,547219
17,38,PA,40.8556,-75.8781,OT,ST,,N,595109.999
17,38,PA,40.7903,-76.1983,OT,ST,,N,621949.998
17,38,PA,40.8222,-76.1736,OT,ST,,Y,683666
17,38,PA,40.474167,-78.7014,OT,ST,,Y,748614.996
10,39,RI,41.803333,-71.523333,LFG,CC,,N,206694.39
11,39,RI,41.8167,-71.4042,NG,CC,ON,N,1744553.956
11,39,RI,41.8017,-71.5186,NG,CC,RTND,N,1625082
11,39,RI,41.861531,-71.406856,NG,CC,,N,3487.15
11,39,RI,42.0099,-71.6701,NG,CC,,N,559769
11,39,RI,42.009722,-71.668909,NG,CC,,N,593995
11,39,RI,41.6422,-71.1706,NG,CC,,N,1453759
17,39,RI,41.8103,-71.41,OT,ST,,Y,17984
1,40,SC,33.331944,-79.357222,CL,ST,MULTI,N,4690240.031
1,40,SC,34.6022,-82.435,CL,ST,ON,N,306752
1,40,SC,34.0556,-81.2172,CL,ST,ON,N,1377732.955
1,40,SC,33.0158,-79.9297,CL,ST,ON,N,3702495.019
1,40,SC,33.3644,-81.03,CL,ST,RTID,N,2973345.035
1,40,SC,33.8264,-80.6228,CL,ST,RTID,N,3669562.048
1,40,SC,33.371389,-80.113333,CL,ST,RTID,N,11892580.48
3,40,SC,34.2338,-80.6558,CL/NG,ST,,Y,11850.103
11,40,SC,33.435,-81.9111,NG,CC,ON,N,1906473.984
11,40,SC,33.8697,-81.0178,NG,CC,RTID,Y,578782.513
11,40,SC,34.347778,-82.774444,NG,CC,RTID,N,3468024
11,40,SC,32.3594,-81.1242,NG,CC,RTID,N,4243527.949
11,40,SC,35.0727,-81.613,NG,CC,,Y,333932.2
16,40,SC,34.7939,-82.8986,NUC,ST,ON,N,21193381
16,40,SC,34.4017,-80.1589,NUC,ST,RC,N,5597462
16,40,SC,34.2983,-81.3153,NUC,ST,RC,N,6916201
16,40,SC,35.0514,-81.0694,NUC,ST,RTID,N,18711509
17,40,SC,33.8872,-80.6397,OT,ST,MULTI,Y,548353.997
17,40,SC,34.1497,-79.5606,OT,ST,RTID,Y,493171.663
17,40,SC,33.283333,-81.666666,OT,ST,,Y,70925
17,40,SC,34.385278,-80.067778,OT,ST,,Y,107872
17,40,SC,32.995,-81.281944,OT,ST,,N,118668
17,40,SC,33.238611,-80.450278,OT,ST,,N,124136
17,40,SC,34.605,-79.785,OT,ST,,Y,150756.541
17,40,SC,33.360185,-79.302573,OT,ST,,Y,532937.262
17,40,SC,32.9,-79.9667,OT,ST,,Y,573302.01
1,41,SD,45.303652,-96.510067,CL,ST,RC,Y,2692592.956
11,41,SD,44.290833,-96.526667,NG,CC,DC,N,358799
1,42,TN,36.0278,-87.9861,CL,ST,ON,Y,2066891.028
1,42,TN,36.0211,-84.1567,CL,ST,ON,N,3201812.011
1,42,TN,35.074087,-90.14868,CL,ST,ON,N,4199275.024
1,42,TN,35.8992,-84.5194,CL,ST,ON,N,5063432.96
1,42,TN,36.3156,-86.4006,CL,ST,ON,N,5865701.015
1,42,TN,36.3903,-87.6539,CL,ST,ON,N,14500956.24
1,42,TN,36.145896,-86.803833,CL,ST,,Y,10515
3,42,TN,36.5219,-82.5431,CL/NG,ST,ON,Y,1142762.025
3,42,TN,35.082107,-90.134776,CL/NG,ST,,Y,35061
11,42,TN,35.6578,-89.3964,NG,CC,RTID,N,2112113.963
11,42,TN,36.3767,-82.9639,NG,CC,RTID,N,3333750.997
16,42,TN,35.2267,-85.0917,NUC,ST,ON,N,18892391
16,42,TN,35.6021,-84.7895,NUC,ST,RTND,N,8777615
17,42,TN,36.5489,-82.5667,OT,ST,,Y,286977.012
17,42,TN,35.2964,-84.7569,OT,ST,,Y,350018.791
17,42,TN,35.0471,-88.2661,OT,ST,,Y,404269.018
1,43,TX,31.8206,-96.0544,CL,ST,OC,N,7258479.974
1,43,TX,29.4828,-95.6311,CL,ST,OC,N,16130293.82
1,43,TX,33.0917,-95.0417,CL,ST,ON,N,6537427.014
1,43,TX,29.9172,-96.7506,CL,ST,ON,N,9283719.952
1,43,TX,32.2606,-94.5706,CL,ST,ON,N,13601314.02
1,43,TX,30.619937,-96.081846,CL,ST,RC,N,2785913.02
1,43,TX,30.565871,-97.064032,CL,ST,RC,N,4501016.976
1,43,TX,32.4607,-94.4852,CL,ST,RC,N,5084651.966
1,43,TX,28.7128,-97.214167,CL,ST,RC,N,5172880.025
1,43,TX,29.308056,-98.3228,CL,ST,RC,N,5692421.002
1,43,TX,29.309722,-98.3203,CL,ST,RC,N,9278877.977
1,43,TX,31.1803,-96.4866,CL,ST,RC,N,12910945.34
1,43,TX,28.7044,-98.4775,CL,ST,RTID,N,2173032.024
1,43,TX,31.091925,-96.69503,CL,ST,RTID,N,2316751.979
1,43,TX,34.0825,-99.1753,CL,ST,RTID,N,3216641.024
1,43,TX,30.5681,-97.0614,CL,ST,RTID,N,4188796.963
1,43,TX,35.29816,-101.747187,CL,ST,RTID,N,5730314.958
1,43,TX,31.474378,-96.957149,CL,ST,RTID,N,6479705
1,43,TX,34.186494,-102.56999,CL,ST,RTID,N,6687711.975
1,43,TX,33.05522,-94.839993,CL,ST,RTID,N,7982239.954
1,43,TX,31.4219,-96.2525,CL,ST,RTID,N,11977246.06
11,43,TX,32.4302,-97.0537,NG,CS,DC,N,5518344
11,43,TX,30.0242,-93.878,NG,ST,MULTI,N,4662233.032
11,43,TX,30.1456,-97.2708,NG,ST,OC,N,143130
11,43,TX,32.7283,-97.2192,NG,ST,OC,N,274967
11,43,TX,29.751645,-94.92312,NG,CC,OC,N,1048105
11,43,TX,29.75,-94.9256,NG,ST,OC,N,1313920
11,43,TX,27.6064,-97.3117,NG,CC,OC,N,1793002
11,43,TX,30.1478,-97.2714,NG,CC,OC,N,3370109
11,43,TX,33.068055,-96.452481,NG,ST,ON,N,27552
11,43,TX,32.124519,-96.101277,NG,ST,ON,N,36684
11,43,TX,30.7217,-96.4608,NG,ST,ON,N,74919
11,43,TX,31.93985,-94.989834,NG,ST,ON,N,176266
11,43,TX,33.1344,-98.6117,NG,ST,ON,N,197743
11,43,TX,32.7231,-96.9358,NG,ST,ON,N,206023
11,43,TX,32.8358,-96.5458,NG,ST,ON,N,264099.004
11,43,TX,30.3033,-97.6128,NG,ST,ON,N,335372
11,43,TX,27.819412,-97.419203,NG,CC,ON,N,1522070
11,43,TX,28.991289,-95.407481,NG,CC,ON,Y,2409707.96
11,43,TX,32.3766,-94.6415,NG,ST,RC,N,178850
11,43,TX,29.2567,-98.3825,NG,ST,RC,N,261536.001
11,43,TX,29.308056,-98.3242,NG,ST,RC,N,470944.004
11,43,TX,30.4356,-95.5214,NG,ST,RC,N,1450291
11,43,TX,29.257046,-98.384045,NG,CC,RC,N,2183187
11,43,TX,33.1975,-97.1061,NG,ST,RTID,N,4579
11,43,TX,29.822201,-95.219429,NG,ST,RTID,N,69526
11,43,TX,29.9417,-95.5306,NG,CC,RTID,N,270735
11,43,TX,35.283357,-101.746423,NG,ST,RTID,N,476760
11,43,TX,31.8414,-102.315,NG,CC,RTID,N,630858
11,43,TX,28.7883,-97.01,NG,CC,RTID,N,635176
11,43,TX,32.3994,-97.4078,NG,CC,RTID,N,732504.002
11,43,TX,28.650278,-96.539722,NG,ST,RTID,N,767414
11,43,TX,32.848163,-94.547986,NG,ST,RTID,N,774009.997
11,43,TX,32.3958,-94.4367,NG,CC,RTID,N,930362
11,43,TX,30.2098,-97.6129,NG,CC,RTID,N,941895
11,43,TX,29.378697,-94.943829,NG,CC,RTID,Y,1036239
11,43,TX,34.1661,-102.4114,NG,ST,RTID,N,1160700.041
11,43,TX,33.5239,-101.7392,NG,ST,RTID,N,1253727.97
11,43,TX,31.055833,-97.317222,NG,CC,RTID,N,1377424
11,43,TX,26.34172,-98.175759,NG,CC,RTID,N,1571009
11,43,TX,29.2878,-96.0683,NG,CC,RTID,N,1592158
11,43,TX,32.32,-96.675,NG,CC,RTID,N,1792415
11,43,TX,32.4481,-94.6903,NG,CC,RTID,Y,1956704.53
11,43,TX,27.8139,-97.4283,NG,CC,RTID,Y,2008063.002
11,43,TX,28.9802,-95.342,NG,CC,RTID,Y,2166018.998
11,43,TX,32.9728,-102.7417,NG,CC,RTID,N,2213704
11,43,TX,29.7806,-97.9894,NG,CS,RTID,N,2399094
11,43,TX,27.88929,-97.258417,NG,CC,RTID,Y,2415807
11,43,TX,29.4731,-95.6244,NG,CC,RTID,N,2417799
11,43,TX,30.5924,-95.9178,NG,CC,RTID,N,2483769
11,43,TX,26.208,-98.3992,NG,CC,RTID,N,2678531
11,43,TX,31.983587,-106.431777,NG,CC,RTID,N,2761309.592
11,43,TX,30.054478,-93.757435,NG,CC,RTID,Y,2826441
11,43,TX,29.8161,-95.10773,NG,CC,RTID,Y,2988908
11,43,TX,29.593056,-97.973215,NG,CC,RTID,N,3022355
11,43,TX,27.882778,-97.242778,NG,CC,RTID,Y,3051751.002
11,43,TX,30.1458,-97.55,NG,CC,RTID,N,3071963
11,43,TX,29.7731,-94.9019,NG,CC,RTID,Y,3461077
11,43,TX,32.017826,-94.619743,NG,CC,RTID,N,3472762
11,43,TX,28.6917,-96.5417,NG,CC,RTID,Y,3635529.005
11,43,TX,26.3403,-98.19,NG,CC,RTID,N,3715419
11,43,TX,31.8594,-97.3586,NG,CC,RTID,N,3743591
11,43,TX,33.0583,-97.9103,NG,CC,RTID,N,3763530.1
11,43,TX,32.33422,-97.731686,NG,CC,RTID,N,3815433
11,43,TX,31.8907,-96.1131,NG,CC,RTID,N,4087206
11,43,TX,29.72475,-95.176479,NG,CC,RTID,Y,4156219
11,43,TX,29.378097,-94.932773,NG,CC,RTID,Y,4203596.996
11,43,TX,29.6244,-98.1419,NG,CC,RTID,N,4451509
11,43,TX,31.8403,-102.3264,NG,CC,RTID,N,4782049
11,43,TX,30.2588,-93.7353,NG,CC,RTID,N,4981245
11,43,TX,33.6308,-95.59,NG,CC,RTID,N,5333833
11,43,TX,29.836952,-95.121744,NG,CC,RTID,Y,6008305
11,43,TX,29.713414,-95.134508,NG,CC,RTID,Y,6184816
11,43,TX,33.101,-97.9574,NG,CC,RTID,N,6240763
11,43,TX,32.7563,-96.4916,NG,CC,RTID,N,8583702
11,43,TX,30.397351,-97.842586,NG,ST,,Y,630
11,43,TX,32.9215,-94.7226,NG,ST,,N,1572.37
11,43,TX,33.8625,-98.5894,NG,CC,,N,3687
11,43,TX,28.9275,-99.0919,NG,ST,,N,11417
11,43,TX,33.1707,-96.1264,NG,ST,,N,16933
11,43,TX,29.002,-95.394,NG,ST,,Y,33585
11,43,TX,33.5211,-101.7906,NG,ST,,N,58513
11,43,TX,25.9131,-97.5214,NG,CC,,N,75924
11,43,TX,29.9728,-94.2142,NG,ST,,Y,85648.09
11,43,TX,30.0552,-93.7579,NG,CC,,Y,153246
11,43,TX,33.6039,-101.8408,NG,CC,,N,162406
11,43,TX,29.378164,-94.92195,NG,CC,,Y,205839
11,43,TX,30.617778,-96.343333,NG,CC,,Y,219347.07
11,43,TX,32.273178,-101.422386,NG,CC,,Y,219585
11,43,TX,29.2558,-95.2103,NG,ST,,Y,231976.47
11,43,TX,28.652709,-96.559997,NG,ST,,Y,270386.53
11,43,TX,28.8947,-97.135,NG,CC,,N,291386
11,43,TX,30.2867,-97.7356,NG,CC,,Y,324648
11,43,TX,29.6255,-95.067,NG,CC,,Y,411665
11,43,TX,33.6968,-95.5577,NG,CC,,N,491723
11,43,TX,29.866497,-93.96515,NG,CC,,Y,516811
11,43,TX,30.0444,-93.771389,NG,CC,,Y,547072
11,43,TX,28.5105,-96.7706,NG,CC,,Y,661422.633
11,43,TX,32.747058,-100.954661,NG,CC,,N,889803
11,43,TX,33.582573,-96.617893,NG,CC,,N,1124930
11,43,TX,29.888462,-93.950984,NG,CC,,Y,1579423.88
11,43,TX,28.988761,-95.395417,NG,CC,,Y,1710734.69
11,43,TX,29.7314,-95.0839,NG,CC,,Y,1855695.001
12,43,TX,32.6581,-98.3103,NG/DFO,ST,ON,N,131654.004
13,43,TX,29.7189,-95.2319,NG/OG,CC,RTID,Y,3047438.995
16,43,TX,32.298365,-97.785515,NUC,ST,ON,N,18635776
16,43,TX,28.795,-96.0481,NUC,ST,RC,N,20651667
17,43,TX,31.832132,-94.90064,OT,ST,RTID,N,163549
17,43,TX,26.269683,-97.867012,OT,ST,,Y,2324
17,43,TX,32.574722,-94.373889,OT,ST,,Y,10831
17,43,TX,29.835,-93.962222,OT,ST,,Y,12188
17,43,TX,29.71977,-95.270562,OT,ST,,Y,13758
17,43,TX,28.5707,-96.8333,OT,ST,,Y,15404
17,43,TX,30.748333,-94.4375,OT,ST,,N,18397
17,43,TX,30.1525,-93.7206,OT,ST,,N,22785
17,43,TX,31.365833,-94.743611,OT,ST,,N,38478
17,43,TX,28.513929,-96.794154,OT,ST,,Y,42845.87
17,43,TX,35.6647,-101.4354,OT,ST,,Y,71172.78
17,43,TX,29.37612,-94.946477,OT,ST,,Y,76899.66
17,43,TX,35.66704,-101.432004,OT,ST,,N,97875
17,43,TX,29.723185,-95.128856,OT,ST,,Y,99944
17,43,TX,27.883588,-97.26097,OT,ST,,Y,151934
17,43,TX,29.6981,-95.2547,OT,ST,,Y,209702.005
17,43,TX,27.8175,-97.4814,OT,ST,,N,216090.998
17,43,TX,30.2178,-93.7422,OT,ST,,Y,247330.068
17,43,TX,33.2553,-94.0696,OT,ST,,Y,402392
17,43,TX,30.3419,-94.0656,OT,ST,,Y,430147.236
17,43,TX,30.0636,-94.0753,OT,ST,,Y,710761
1,44,UT,39.7272,-110.8644,CL,ST,RTID,N,1283644.992
1,44,UT,40.0864,-109.2844,CL,ST,RTID,N,3479954.954
1,44,UT,39.3792,-111.0781,CL,ST,RTID,N,6300997.967
1,44,UT,39.1747,-111.0289,CL,ST,RTID,N,9098917.954
1,44,UT,39.509731,-112.58018,CL,ST,RTID,N,12369825.97
8,44,UT,38.4889,-112.8533,GEO,ST,,N,274996
11,44,UT,39.82144,-111.89345,NG,CC,DC,N,2497439
11,44,UT,40.7686,-111.9289,NG,ST,RTID,N,190758
11,44,UT,40.331667,-111.754167,NG,CC,RTID,N,4358737
11,44,UT,40.0614,-111.7294,NG,CC,,N,358690
17,44,UT,40.7119,-112.1225,OT,ST,RTID,Y,565381.002
17,44,UT,41.1097,-111.9554,OT,ST,,Y,7304
17,44,UT,39.5472,-110.3917,OT,ST,,N,419571.004
1,45,VA,36.916389,-82.338055,CL,ST,DC,N,3535119.003
1,45,VA,37.3706,-80.8633,CL,ST,ON,N,92081
1,45,VA,36.7711,-76.3019,CL,ST,ON,N,1405016.021
1,45,VA,37.2939,-77.2697,CL,ST,RTID,Y,98623
1,45,VA,36.8702,-76.3529,CL,ST,RTID,N,107917
1,45,VA,37.4556,-77.4308,CL,ST,RTID,Y,247766
1,45,VA,36.6,-78.53,CL,ST,RTID,N,454699.996
1,45,VA,36.9333,-82.1997,CL,ST,RTID,N,729194
1,45,VA,38.2667,-77.3147,CL,ST,RTID,N,848350.998
1,45,VA,36.869,-78.704,CL,ST,RTID,N,5678306.037
1,45,VA,37.3389,-77.2806,CL,ST,,Y,8535.147
1,45,VA,37.180441,-80.542767,CL,ST,,Y,23490
3,45,VA,37.2319,-80.4211,CL/NG,ST,,Y,27924.36
3,45,VA,37.3439,-80.765,CL/NG,ST,,Y,152786.616
5,45,VA,37.4964,-77.4317,DFO/NG,CC,RTID,N,251792.003
11,45,VA,38.124688,-78.203543,NG,CC,DC,N,630944.997
11,45,VA,37.820805,-77.446246,NG,CC,DC,N,3595643.062
11,45,VA,38.5367,-77.2806,NG,CC,MULTI,N,3647784.015
11,45,VA,37.7089,-78.2878,NG,ST,ON,N,364164.998
11,45,VA,37.3822,-77.3833,NG,CC,ON,N,9136083.001
11,45,VA,37.695556,-78.285278,NG,CC,RTID,N,3172359.005
11,45,VA,37.8667,-78.3813,NG,CC,RTID,N,3701880
11,45,VA,38.3836,-78.6528,NG,ST,,Y,15013
11,45,VA,37.291667,-77.281111,NG,CC,,Y,1017172.996
16,45,VA,37.1661,-76.6986,NUC,ST,ON,N,14332325
16,45,VA,38.06,-77.7897,NUC,ST,ON,N,15888652
17,45,VA,37.2144,-76.4611,OT,ST,ON,N,1067509.005
17,45,VA,37.5392,-76.8053,OT,ST,RTID,Y,538620.005
17,45,VA,38.695,-77.2411,OT,ST,RTID,N,588615
17,45,VA,37.534,-79.357,OT,ST,,Y,48863
17,45,VA,38.8014,-77.1288,OT,ST,,N,165162.67
17,45,VA,36.701389,-78.873333,OT,ST,,N,202625
17,45,VA,37.118674,-79.273551,OT,ST,,N,226876.998
17,45,VA,36.6803,-76.9128,OT,ST,,Y,252163.255
17,45,VA,36.6525,-76.9953,OT,ST,,Y,253411.005
17,45,VA,37.2914,-77.2816,OT,ST,,Y,262091.001
17,45,VA,37.297834,-77.282982,OT,ST,,N,265666.999
17,45,VA,36.8083,-76.3036,OT,ST,,Y,270258.859
17,45,VA,37.104141,-79.276958,OT,ST,,N,322259
17,45,VA,37.799722,-79.9947,OT,ST,,Y,893091.209
16,46,VT,42.7786,-72.5133,NUC,ST,ON,N,5060582
17,46,VT,44.0075,-73.176944,OT,ST,,N,3680
17,46,VT,44.2131,-72.0572,OT,ST,,N,141852
17,46,VT,44.4917,-73.208056,OT,ST,,N,287186
1,47,WA,46.755938,-122.859764,CL,ST,RTID,N,6683651.004
10,47,WA,45.801549,-120.167176,LFG,CC,,N,151659
11,47,WA,46.6225,-122.9131,NG,CC,DC,N,2543785
11,47,WA,45.8114,-120.833,NG,CC,IDHB,N,1005123
11,47,WA,47.086111,-122.365674,NG,CC,RTID,N,698093
11,47,WA,46.138824,-122.985506,NG,CC,RTID,N,1288911
11,47,WA,45.6497,-122.7256,NG,CS,RTID,N,1577119
11,47,WA,46.9692,-123.48,NG,CC,RTID,N,1705387
11,47,WA,47.6539,-122.3036,NG,ST,,Y,12202.6
11,47,WA,48.746,-122.486,NG,CC,,Y,219643.001
11,47,WA,48.9905,-122.2733,NG,CC,,Y,446065
11,47,WA,48.828813,-122.686667,NG,CC,,Y,723051.996
12,47,WA,48.4708,-122.56,NG/DFO,CC,,Y,1003102.88
16,47,WA,46.4711,-119.3339,NUC,ST,RTID,N,9497321
17,47,WA,45.713079,-121.469178,OT,ST,,Y,5820
17,47,WA,48.134722,-123.465556,OT,ST,,Y,7627
17,47,WA,48.269737,-121.599979,OT,ST,,Y,18992
17,47,WA,48.0931,-122.7958,OT,ST,,Y,34140
17,47,WA,45.584722,-122.4056,OT,ST,,N,66234
17,47,WA,46.954071,-123.761086,OT,ST,,Y,108916
17,47,WA,46.9728,-123.7739,OT,ST,,Y,122131
17,47,WA,47.626327,-117.50424,OT,ST,,N,132721
17,47,WA,48.4481,-122.4331,OT,ST,,Y,159064
17,47,WA,48.620336,-118.111059,OT,ST,,N,259376.999
17,47,WA,46.103887,-122.918429,OT,ST,,Y,297264.003
17,47,WA,47.266069,-122.428288,OT,ST,,Y,311151.003
17,47,WA,46.1236,-122.9728,OT,ST,,Y,322607.004
1,48,WI,44.8606,-89.6553,CL,ST,MULTI,N,5012425.019
1,48,WI,44.308333,-91.911111,CL,ST,ON,N,69294
1,48,WI,44.54,-88.0086,CL,ST,ON,N,967350.996
1,48,WI,42.7225,-91.0085,CL,ST,ON,N,1105999.032
1,48,WI,44.303583,-91.912647,CL,ST,ON,N,1383643.016
1,48,WI,43.5589,-91.2325,CL,ST,ON,N,1605456.02
1,48,WI,43.715142,-87.705863,CL,ST,ON,N,3832680.015
1,48,WI,42.8457,-87.8294,CL,ST,ON,N,4327162.041
1,48,WI,42.8492,-87.8336,CL,ST,ON,N,6820940.021
1,48,WI,43.4864,-89.4203,CL,ST,RC,N,4939935.042
1,48,WI,42.5381,-87.9033,CL,ST,RTID,N,6231479.989
3,48,WI,43.0303,-87.9233,CL/NG,ST,ON,Y,548164
3,48,WI,43.6233,-88.7297,CL/NG,ST,,Y,1900
3,48,WI,43.046,-88.0281,CL/NG,ST,,N,25361
3,48,WI,45.6394,-89.4205,CL/NG,ST,,Y,53429.171
11,48,WI,43.0789,-89.3744,NG,ST,ON,N,1158
11,48,WI,43.3842,-87.8689,NG,CC,ON,N,2943386
11,48,WI,42.855463,-88.72992,NG,CC,RTID,Y,705454.001
11,48,WI,44.3204,-88.208889,NG,CC,RTID,N,1579022.98
11,48,WI,42.583056,-89.035833,NG,CC,RTID,N,1833370
11,48,WI,44.3528,-89.5836,NG,ST,,Y,12770
11,48,WI,43.07,-89.4006,NG,ST,,Y,49116.92
11,48,WI,43.075071,-89.4251,NG,CC,,Y,89377
16,48,WI,44.2806,-87.5369,NUC,ST,ON,N,9447096
17,48,WI,44.082,-87.6558,OT,ST,ON,Y,160324
17,48,WI,44.4936,-88.0303,OT,ST,ON,Y,470120.004
17,48,WI,45.9356,-90.4472,OT,ST,,Y,28554
17,48,WI,44.3989,-89.9403,OT,ST,,Y,32208
17,48,WI,43.8292,-91.2597,OT,ST,,N,54574
17,48,WI,44.887778,-89.629722,OT,ST,,Y,66586
17,48,WI,45.4431,-89.7342,OT,ST,,Y,103283.146
17,48,WI,44.7881,-89.6917,OT,ST,,Y,118293
17,48,WI,44.3142,-89.8964,OT,ST,,Y,169991.348
17,48,WI,44.2826,-88.2534,OT,ST,,Y,179330
17,48,WI,46.587222,-90.9017,OT,ST,,N,181064.001
17,48,WI,42.70826,-90.98474,OT,ST,,N,263890.998
17,48,WI,44.43,-89.78,OT,ST,,Y,273656.996
17,48,WI,44.3953,-89.826,OT,ST,,Y,313336.996
1,49,WV,39.2008,-79.2636,CL,ST,OC,N,9850216.974
1,49,WV,39.8461,-80.8186,CL,ST,ON,N,1023815.999
1,49,WV,38.9669,-81.9231,CL,ST,ON,N,1425558.021
1,49,WV,38.2056,-81.4211,CL,ST,ON,N,1548882.96
1,49,WV,39.707893,-79.958974,CL,ST,RTID,N,3755227.994
1,49,WV,39.710833,-79.9275,CL,ST,RTND,N,6168168.971
1,49,WV,38.9794,-81.9344,CL,ST,RTND,N,8241231.026
1,49,WV,39.8297,-80.8153,CL,ST,RTND,N,8506339.98
1,49,WV,39.366667,-81.294444,CL,ST,RTND,N,8578385.979
1,49,WV,39.384167,-80.3325,CL,ST,RTND,N,12845557.05
1,49,WV,38.4731,-81.8233,CL,ST,RTND,N,13544834.29
1,49,WV,38.380833,-81.7725,CL,ST,,N,18260.105
17,49,WV,39.7475,-80.8547,OT,ST,ON,Y,586274.681
17,49,WV,39.6397,-79.960556,OT,ST,,Y,413607.004
17,49,WV,39.561831,-80.163138,OT,ST,,N,540225
1,50,WY,44.2919,-105.3806,CL,ST,DC,N,838977
1,50,WY,44.290128,-105.381482,CL,ST,DC,N,2622574.952
1,50,WY,44.388889,-105.460833,CL,ST,DC,N,3277439.01
1,50,WY,42.8378,-105.7769,CL,ST,MULTI,N,5183443.971
1,50,WY,41.7581,-110.5983,CL,ST,RTID,N,4958588.961
1,50,WY,42.108889,-104.8825,CL,ST,RTID,N,10102048.96
1,50,WY,41.7378,-108.7875,CL,ST,RTID,N,14015874.98
1,50,WY,44.2872,-105.3878,CL,ST,,N,25430
1,50,WY,44.2856,-105.3833,CL,ST,,N,567896.001
1,50,WY,44.2919,-105.3811,CL,ST,,N,697290.002
